,no,date,time,kWh,dayOfTheWeek,isHoliday,dateName,season
570,570,20150906,2230,248.76,일,1,NA,fall
571,571,20150906,2245,251.64,일,1,NA,fall
572,572,20150906,2300,246.6,일,1,NA,fall
573,573,20150906,2315,247.68,일,1,NA,fall
574,574,20150906,2330,251.28,일,1,NA,fall
575,575,20150906,2345,252,일,1,NA,fall
576,576,20150906,2400,252.72,일,1,NA,fall
577,577,20150907,15,246.6,월,1,NA,fall
578,578,20150907,30,238.32,월,1,NA,fall
579,579,20150907,45,230.76,월,1,NA,fall
580,580,20150907,100,220.68,월,1,NA,fall
581,581,20150907,115,215.64,월,1,NA,fall
582,582,20150907,130,212.4,월,1,NA,fall
583,583,20150907,145,208.44,월,1,NA,fall
584,584,20150907,200,200.52,월,1,NA,fall
585,585,20150907,215,190.44,월,1,NA,fall
586,586,20150907,230,189.36,월,1,NA,fall
587,587,20150907,245,184.32,월,1,NA,fall
588,588,20150907,300,183.24,월,1,NA,fall
589,589,20150907,315,177.84,월,1,NA,fall
590,590,20150907,330,174.6,월,1,NA,fall
591,591,20150907,345,173.16,월,1,NA,fall
592,592,20150907,400,172.08,월,1,NA,fall
593,593,20150907,415,169.92,월,1,NA,fall
594,594,20150907,430,166.32,월,1,NA,fall
595,595,20150907,445,164.88,월,1,NA,fall
596,596,20150907,500,168.48,월,1,NA,fall
597,597,20150907,515,178.92,월,1,NA,fall
598,598,20150907,530,184.68,월,1,NA,fall
599,599,20150907,545,181.08,월,1,NA,fall
600,600,20150907,600,180.72,월,1,NA,fall
601,601,20150907,615,190.8,월,1,NA,fall
602,602,20150907,630,195.48,월,1,NA,fall
603,603,20150907,645,202.68,월,1,NA,fall
604,604,20150907,700,204.48,월,1,NA,fall
605,605,20150907,715,221.04,월,1,NA,fall
606,606,20150907,730,235.44,월,1,NA,fall
607,607,20150907,745,249.48,월,1,NA,fall
608,608,20150907,800,251.64,월,1,NA,fall
609,609,20150907,815,302.76,월,1,NA,fall
610,610,20150907,830,301.32,월,1,NA,fall
611,611,20150907,845,320.4,월,1,NA,fall
612,612,20150907,900,315.72,월,1,NA,fall
613,613,20150907,915,311.4,월,1,NA,fall
614,614,20150907,930,327.96,월,1,NA,fall
615,615,20150907,945,321.48,월,1,NA,fall
616,616,20150907,1000,322.56,월,1,NA,fall
617,617,20150907,1015,326.52,월,1,NA,fall
618,618,20150907,1030,312.48,월,1,NA,fall
619,619,20150907,1045,318.96,월,1,NA,fall
620,620,20150907,1100,339.48,월,1,NA,fall
621,621,20150907,1115,371.16,월,1,NA,fall
622,622,20150907,1130,382.68,월,1,NA,fall
623,623,20150907,1145,364.32,월,1,NA,fall
624,624,20150907,1200,358.92,월,1,NA,fall
625,625,20150907,1215,364.32,월,1,NA,fall
626,626,20150907,1230,360.36,월,1,NA,fall
627,627,20150907,1245,354.24,월,1,NA,fall
628,628,20150907,1300,361.08,월,1,NA,fall
629,629,20150907,1315,363.24,월,1,NA,fall
630,630,20150907,1330,365.76,월,1,NA,fall
631,631,20150907,1345,371.16,월,1,NA,fall
632,632,20150907,1400,388.08,월,1,NA,fall
633,633,20150907,1415,381.6,월,1,NA,fall
634,634,20150907,1430,383.76,월,1,NA,fall
635,635,20150907,1445,395.64,월,1,NA,fall
636,636,20150907,1500,380.52,월,1,NA,fall
637,637,20150907,1515,370.44,월,1,NA,fall
638,638,20150907,1530,345.96,월,1,NA,fall
639,639,20150907,1545,367.2,월,1,NA,fall
640,640,20150907,1600,364.32,월,1,NA,fall
641,641,20150907,1615,369.72,월,1,NA,fall
642,642,20150907,1630,359.64,월,1,NA,fall
643,643,20150907,1645,364.68,월,1,NA,fall
644,644,20150907,1700,367.92,월,1,NA,fall
645,645,20150907,1715,360.36,월,1,NA,fall
646,646,20150907,1730,363.96,월,1,NA,fall
647,647,20150907,1745,360.36,월,1,NA,fall
648,648,20150907,1800,345.96,월,1,NA,fall
649,649,20150907,1815,337.32,월,1,NA,fall
650,650,20150907,1830,324,월,1,NA,fall
651,651,20150907,1845,324.72,월,1,NA,fall
652,652,20150907,1900,332.64,월,1,NA,fall
653,653,20150907,1915,333.36,월,1,NA,fall
654,654,20150907,1930,334.8,월,1,NA,fall
655,655,20150907,1945,332.28,월,1,NA,fall
656,656,20150907,2000,334.44,월,1,NA,fall
657,657,20150907,2015,320.04,월,1,NA,fall
658,658,20150907,2030,318.96,월,1,NA,fall
659,659,20150907,2045,327.6,월,1,NA,fall
660,660,20150907,2100,318.6,월,1,NA,fall
661,661,20150907,2115,312.12,월,1,NA,fall
662,662,20150907,2130,315.36,월,1,NA,fall
663,663,20150907,2145,306.72,월,1,NA,fall
664,664,20150907,2200,306.36,월,1,NA,fall
665,665,20150907,2215,279.72,월,1,NA,fall
666,666,20150907,2230,270.36,월,1,NA,fall
667,667,20150907,2245,266.76,월,1,NA,fall
668,668,20150907,2300,266.04,월,1,NA,fall
669,669,20150907,2315,265.68,월,1,NA,fall
670,670,20150907,2330,257.4,월,1,NA,fall
671,671,20150907,2345,246.96,월,1,NA,fall
672,672,20150907,2400,251.64,월,1,NA,fall
673,673,20150908,15,253.08,화,1,NA,fall
674,674,20150908,30,251.28,화,1,NA,fall
675,675,20150908,45,240.12,화,1,NA,fall
676,676,20150908,100,229.32,화,1,NA,fall
677,677,20150908,115,223.92,화,1,NA,fall
678,678,20150908,130,208.08,화,1,NA,fall
679,679,20150908,145,198.36,화,1,NA,fall
680,680,20150908,200,200.52,화,1,NA,fall
681,681,20150908,215,191.16,화,1,NA,fall
682,682,20150908,230,183.24,화,1,NA,fall
683,683,20150908,245,191.16,화,1,NA,fall
684,684,20150908,300,185.76,화,1,NA,fall
685,685,20150908,315,184.68,화,1,NA,fall
686,686,20150908,330,182.16,화,1,NA,fall
687,687,20150908,345,182.16,화,1,NA,fall
688,688,20150908,400,178.2,화,1,NA,fall
689,689,20150908,415,172.8,화,1,NA,fall
690,690,20150908,430,172.08,화,1,NA,fall
691,691,20150908,445,170.28,화,1,NA,fall
692,692,20150908,500,175.68,화,1,NA,fall
693,693,20150908,515,175.32,화,1,NA,fall
694,694,20150908,530,185.76,화,1,NA,fall
695,695,20150908,545,177.12,화,1,NA,fall
696,696,20150908,600,187.2,화,1,NA,fall
697,697,20150908,615,193.32,화,1,NA,fall
698,698,20150908,630,199.08,화,1,NA,fall
699,699,20150908,645,209.88,화,1,NA,fall
700,700,20150908,700,205.92,화,1,NA,fall
701,701,20150908,715,217.08,화,1,NA,fall
702,702,20150908,730,222.84,화,1,NA,fall
703,703,20150908,745,234,화,1,NA,fall
704,704,20150908,800,266.4,화,1,NA,fall
705,705,20150908,815,300.96,화,1,NA,fall
706,706,20150908,830,307.44,화,1,NA,fall
707,707,20150908,845,317.52,화,1,NA,fall
708,708,20150908,900,321.12,화,1,NA,fall
709,709,20150908,915,318.96,화,1,NA,fall
710,710,20150908,930,312.84,화,1,NA,fall
711,711,20150908,945,317.88,화,1,NA,fall
712,712,20150908,1000,324.72,화,1,NA,fall
713,713,20150908,1015,326.52,화,1,NA,fall
714,714,20150908,1030,322.56,화,1,NA,fall
715,715,20150908,1045,327.6,화,1,NA,fall
716,716,20150908,1100,335.16,화,1,NA,fall
717,717,20150908,1115,356.04,화,1,NA,fall
718,718,20150908,1130,367.2,화,1,NA,fall
719,719,20150908,1145,379.44,화,1,NA,fall
720,720,20150908,1200,363.24,화,1,NA,fall
721,721,20150908,1215,352.8,화,1,NA,fall
722,722,20150908,1230,354.96,화,1,NA,fall
723,723,20150908,1245,355.68,화,1,NA,fall
724,724,20150908,1300,357.84,화,1,NA,fall
725,725,20150908,1315,367.92,화,1,NA,fall
726,726,20150908,1330,362.52,화,1,NA,fall
727,727,20150908,1345,368.28,화,1,NA,fall
728,728,20150908,1400,368.64,화,1,NA,fall
729,729,20150908,1415,359.28,화,1,NA,fall
730,730,20150908,1430,369.36,화,1,NA,fall
731,731,20150908,1445,367.2,화,1,NA,fall
732,732,20150908,1500,366.84,화,1,NA,fall
733,733,20150908,1515,362.88,화,1,NA,fall
734,734,20150908,1530,343.8,화,1,NA,fall
735,735,20150908,1545,364.32,화,1,NA,fall
736,736,20150908,1600,360.72,화,1,NA,fall
737,737,20150908,1615,359.28,화,1,NA,fall
738,738,20150908,1630,349.56,화,1,NA,fall
739,739,20150908,1645,346.32,화,1,NA,fall
740,740,20150908,1700,349.56,화,1,NA,fall
741,741,20150908,1715,349.56,화,1,NA,fall
742,742,20150908,1730,360.72,화,1,NA,fall
743,743,20150908,1745,354.6,화,1,NA,fall
744,744,20150908,1800,342.36,화,1,NA,fall
745,745,20150908,1815,317.16,화,1,NA,fall
746,746,20150908,1830,304.92,화,1,NA,fall
747,747,20150908,1845,303.12,화,1,NA,fall
748,748,20150908,1900,307.08,화,1,NA,fall
749,749,20150908,1915,309.6,화,1,NA,fall
750,750,20150908,1930,307.44,화,1,NA,fall
751,751,20150908,1945,313.2,화,1,NA,fall
752,752,20150908,2000,309.24,화,1,NA,fall
753,753,20150908,2015,306,화,1,NA,fall
754,754,20150908,2030,312.48,화,1,NA,fall
755,755,20150908,2045,313.2,화,1,NA,fall
756,756,20150908,2100,312.12,화,1,NA,fall
757,757,20150908,2115,299.88,화,1,NA,fall
758,758,20150908,2130,302.76,화,1,NA,fall
759,759,20150908,2145,301.68,화,1,NA,fall
760,760,20150908,2200,296.64,화,1,NA,fall
761,761,20150908,2215,264.6,화,1,NA,fall
762,762,20150908,2230,255.24,화,1,NA,fall
763,763,20150908,2245,256.32,화,1,NA,fall
764,764,20150908,2300,257.04,화,1,NA,fall
765,765,20150908,2315,254.88,화,1,NA,fall
766,766,20150908,2330,254.52,화,1,NA,fall
767,767,20150908,2345,249.84,화,1,NA,fall
768,768,20150908,2400,248.76,화,1,NA,fall
769,769,20150909,15,238.32,수,1,NA,fall
770,770,20150909,30,240.12,수,1,NA,fall
771,771,20150909,45,234.72,수,1,NA,fall
772,772,20150909,100,230.4,수,1,NA,fall
773,773,20150909,115,224.64,수,1,NA,fall
774,774,20150909,130,205.2,수,1,NA,fall
775,775,20150909,145,202.32,수,1,NA,fall
776,776,20150909,200,195.84,수,1,NA,fall
777,777,20150909,215,190.8,수,1,NA,fall
778,778,20150909,230,195.12,수,1,NA,fall
779,779,20150909,245,190.44,수,1,NA,fall
780,780,20150909,300,187.56,수,1,NA,fall
781,781,20150909,315,188.64,수,1,NA,fall
782,782,20150909,330,181.44,수,1,NA,fall
783,783,20150909,345,176.4,수,1,NA,fall
784,784,20150909,400,181.8,수,1,NA,fall
785,785,20150909,415,167.76,수,1,NA,fall
786,786,20150909,430,174.96,수,1,NA,fall
787,787,20150909,445,170.28,수,1,NA,fall
788,788,20150909,500,168.48,수,1,NA,fall
789,789,20150909,515,173.16,수,1,NA,fall
790,790,20150909,530,171,수,1,NA,fall
791,791,20150909,545,175.68,수,1,NA,fall
792,792,20150909,600,178.56,수,1,NA,fall
793,793,20150909,615,192.96,수,1,NA,fall
794,794,20150909,630,201.6,수,1,NA,fall
795,795,20150909,645,198,수,1,NA,fall
796,796,20150909,700,195.48,수,1,NA,fall
797,797,20150909,715,210.24,수,1,NA,fall
798,798,20150909,730,214.92,수,1,NA,fall
799,799,20150909,745,241.2,수,1,NA,fall
800,800,20150909,800,238.32,수,1,NA,fall
801,801,20150909,815,287.28,수,1,NA,fall
802,802,20150909,830,313.92,수,1,NA,fall
803,803,20150909,845,307.44,수,1,NA,fall
804,804,20150909,900,313.92,수,1,NA,fall
805,805,20150909,915,301.32,수,1,NA,fall
806,806,20150909,930,314.28,수,1,NA,fall
807,807,20150909,945,324.72,수,1,NA,fall
808,808,20150909,1000,314.64,수,1,NA,fall
809,809,20150909,1015,325.44,수,1,NA,fall
810,810,20150909,1030,326.52,수,1,NA,fall
811,811,20150909,1045,325.08,수,1,NA,fall
812,812,20150909,1100,325.08,수,1,NA,fall
813,813,20150909,1115,356.04,수,1,NA,fall
814,814,20150909,1130,362.16,수,1,NA,fall
815,815,20150909,1145,360,수,1,NA,fall
816,816,20150909,1200,353.52,수,1,NA,fall
817,817,20150909,1215,333.36,수,1,NA,fall
818,818,20150909,1230,338.4,수,1,NA,fall
819,819,20150909,1245,343.08,수,1,NA,fall
820,820,20150909,1300,340.2,수,1,NA,fall
821,821,20150909,1315,356.4,수,1,NA,fall
822,822,20150909,1330,372.24,수,1,NA,fall
823,823,20150909,1345,377.28,수,1,NA,fall
824,824,20150909,1400,376.56,수,1,NA,fall
825,825,20150909,1415,363.96,수,1,NA,fall
826,826,20150909,1430,367.56,수,1,NA,fall
827,827,20150909,1445,354.24,수,1,NA,fall
828,828,20150909,1500,353.52,수,1,NA,fall
829,829,20150909,1515,349.92,수,1,NA,fall
830,830,20150909,1530,349.56,수,1,NA,fall
831,831,20150909,1545,364.32,수,1,NA,fall
832,832,20150909,1600,353.88,수,1,NA,fall
833,833,20150909,1615,358.2,수,1,NA,fall
834,834,20150909,1630,356.76,수,1,NA,fall
835,835,20150909,1645,352.08,수,1,NA,fall
836,836,20150909,1700,343.8,수,1,NA,fall
837,837,20150909,1715,321.12,수,1,NA,fall
838,838,20150909,1730,330.12,수,1,NA,fall
839,839,20150909,1745,330.12,수,1,NA,fall
840,840,20150909,1800,313.2,수,1,NA,fall
841,841,20150909,1815,299.88,수,1,NA,fall
842,842,20150909,1830,304.2,수,1,NA,fall
843,843,20150909,1845,304.56,수,1,NA,fall
844,844,20150909,1900,308.88,수,1,NA,fall
845,845,20150909,1915,311.76,수,1,NA,fall
846,846,20150909,1930,331.92,수,1,NA,fall
847,847,20150909,1945,330.12,수,1,NA,fall
848,848,20150909,2000,322.56,수,1,NA,fall
849,849,20150909,2015,322.92,수,1,NA,fall
850,850,20150909,2030,325.08,수,1,NA,fall
851,851,20150909,2045,319.68,수,1,NA,fall
852,852,20150909,2100,320.04,수,1,NA,fall
853,853,20150909,2115,323.64,수,1,NA,fall
854,854,20150909,2130,313.2,수,1,NA,fall
855,855,20150909,2145,304.92,수,1,NA,fall
856,856,20150909,2200,298.44,수,1,NA,fall
857,857,20150909,2215,270.72,수,1,NA,fall
858,858,20150909,2230,257.04,수,1,NA,fall
859,859,20150909,2245,266.76,수,1,NA,fall
860,860,20150909,2300,255.6,수,1,NA,fall
861,861,20150909,2315,245.52,수,1,NA,fall
862,862,20150909,2330,253.08,수,1,NA,fall
863,863,20150909,2345,246.24,수,1,NA,fall
864,864,20150909,2400,243,수,1,NA,fall
865,865,20150910,15,231.84,목,1,NA,fall
866,866,20150910,30,232.56,목,1,NA,fall
867,867,20150910,45,234,목,1,NA,fall
868,868,20150910,100,229.68,목,1,NA,fall
869,869,20150910,115,218.88,목,1,NA,fall
870,870,20150910,130,211.32,목,1,NA,fall
871,871,20150910,145,209.88,목,1,NA,fall
872,872,20150910,200,195.48,목,1,NA,fall
873,873,20150910,215,190.8,목,1,NA,fall
874,874,20150910,230,188.64,목,1,NA,fall
875,875,20150910,245,183.96,목,1,NA,fall
876,876,20150910,300,187.56,목,1,NA,fall
877,877,20150910,315,180,목,1,NA,fall
878,878,20150910,330,176.76,목,1,NA,fall
879,879,20150910,345,176.4,목,1,NA,fall
880,880,20150910,400,175.68,목,1,NA,fall
881,881,20150910,415,171.36,목,1,NA,fall
882,882,20150910,430,165.96,목,1,NA,fall
883,883,20150910,445,165.6,목,1,NA,fall
884,884,20150910,500,163.08,목,1,NA,fall
885,885,20150910,515,171.36,목,1,NA,fall
886,886,20150910,530,167.04,목,1,NA,fall
887,887,20150910,545,180.36,목,1,NA,fall
888,888,20150910,600,182.52,목,1,NA,fall
889,889,20150910,615,189,목,1,NA,fall
890,890,20150910,630,191.16,목,1,NA,fall
891,891,20150910,645,195.12,목,1,NA,fall
892,892,20150910,700,207,목,1,NA,fall
893,893,20150910,715,208.8,목,1,NA,fall
894,894,20150910,730,231.48,목,1,NA,fall
895,895,20150910,745,230.04,목,1,NA,fall
896,896,20150910,800,252.72,목,1,NA,fall
897,897,20150910,815,310.32,목,1,NA,fall
898,898,20150910,830,329.04,목,1,NA,fall
899,899,20150910,845,331.92,목,1,NA,fall
900,900,20150910,900,328.68,목,1,NA,fall
901,901,20150910,915,299.88,목,1,NA,fall
902,902,20150910,930,299.16,목,1,NA,fall
903,903,20150910,945,302.4,목,1,NA,fall
904,904,20150910,1000,316.44,목,1,NA,fall
905,905,20150910,1015,308.88,목,1,NA,fall
906,906,20150910,1030,317.88,목,1,NA,fall
907,907,20150910,1045,330.84,목,1,NA,fall
908,908,20150910,1100,335.88,목,1,NA,fall
909,909,20150910,1115,370.44,목,1,NA,fall
910,910,20150910,1130,373.68,목,1,NA,fall
911,911,20150910,1145,367.56,목,1,NA,fall
912,912,20150910,1200,359.28,목,1,NA,fall
913,913,20150910,1215,351.72,목,1,NA,fall
914,914,20150910,1230,355.68,목,1,NA,fall
915,915,20150910,1245,361.08,목,1,NA,fall
916,916,20150910,1300,361.8,목,1,NA,fall
917,917,20150910,1315,377.28,목,1,NA,fall
918,918,20150910,1330,371.88,목,1,NA,fall
919,919,20150910,1345,368.28,목,1,NA,fall
920,920,20150910,1400,378.72,목,1,NA,fall
921,921,20150910,1415,380.88,목,1,NA,fall
922,922,20150910,1430,370.08,목,1,NA,fall
923,923,20150910,1445,363.6,목,1,NA,fall
924,924,20150910,1500,372.6,목,1,NA,fall
925,925,20150910,1515,355.32,목,1,NA,fall
926,926,20150910,1530,340.92,목,1,NA,fall
927,927,20150910,1545,356.4,목,1,NA,fall
928,928,20150910,1600,361.8,목,1,NA,fall
929,929,20150910,1615,381.24,목,1,NA,fall
930,930,20150910,1630,372.24,목,1,NA,fall
931,931,20150910,1645,385.56,목,1,NA,fall
932,932,20150910,1700,379.44,목,1,NA,fall
933,933,20150910,1715,365.04,목,1,NA,fall
934,934,20150910,1730,359.64,목,1,NA,fall
935,935,20150910,1745,352.44,목,1,NA,fall
936,936,20150910,1800,344.52,목,1,NA,fall
937,937,20150910,1815,335.16,목,1,NA,fall
938,938,20150910,1830,332.28,목,1,NA,fall
939,939,20150910,1845,346.68,목,1,NA,fall
940,940,20150910,1900,364.32,목,1,NA,fall
941,941,20150910,1915,368.28,목,1,NA,fall
942,942,20150910,1930,351.72,목,1,NA,fall
943,943,20150910,1945,353.52,목,1,NA,fall
944,944,20150910,2000,357.12,목,1,NA,fall
945,945,20150910,2015,350.64,목,1,NA,fall
946,946,20150910,2030,347.4,목,1,NA,fall
947,947,20150910,2045,342.72,목,1,NA,fall
948,948,20150910,2100,340.92,목,1,NA,fall
949,949,20150910,2115,340.56,목,1,NA,fall
950,950,20150910,2130,352.08,목,1,NA,fall
951,951,20150910,2145,349.92,목,1,NA,fall
952,952,20150910,2200,331.2,목,1,NA,fall
953,953,20150910,2215,294.48,목,1,NA,fall
954,954,20150910,2230,274.68,목,1,NA,fall
955,955,20150910,2245,268.56,목,1,NA,fall
956,956,20150910,2300,271.08,목,1,NA,fall
957,957,20150910,2315,269.28,목,1,NA,fall
958,958,20150910,2330,264.6,목,1,NA,fall
959,959,20150910,2345,257.4,목,1,NA,fall
960,960,20150910,2400,252.72,목,1,NA,fall
961,961,20150911,15,250.2,금,1,NA,fall
962,962,20150911,30,238.32,금,1,NA,fall
963,963,20150911,45,243,금,1,NA,fall
964,964,20150911,100,239.76,금,1,NA,fall
965,965,20150911,115,236.16,금,1,NA,fall
966,966,20150911,130,221.4,금,1,NA,fall
967,967,20150911,145,216,금,1,NA,fall
968,968,20150911,200,211.32,금,1,NA,fall
969,969,20150911,215,209.16,금,1,NA,fall
970,970,20150911,230,195.84,금,1,NA,fall
971,971,20150911,245,195.84,금,1,NA,fall
972,972,20150911,300,190.8,금,1,NA,fall
973,973,20150911,315,188.64,금,1,NA,fall
974,974,20150911,330,191.16,금,1,NA,fall
975,975,20150911,345,189.36,금,1,NA,fall
976,976,20150911,400,185.4,금,1,NA,fall
977,977,20150911,415,182.52,금,1,NA,fall
978,978,20150911,430,176.76,금,1,NA,fall
979,979,20150911,445,179.28,금,1,NA,fall
980,980,20150911,500,180.36,금,1,NA,fall
981,981,20150911,515,182.16,금,1,NA,fall
982,982,20150911,530,184.32,금,1,NA,fall
983,983,20150911,545,196.92,금,1,NA,fall
984,984,20150911,600,199.44,금,1,NA,fall
985,985,20150911,615,206.28,금,1,NA,fall
986,986,20150911,630,222.84,금,1,NA,fall
987,987,20150911,645,222.12,금,1,NA,fall
988,988,20150911,700,229.68,금,1,NA,fall
989,989,20150911,715,231.48,금,1,NA,fall
990,990,20150911,730,230.04,금,1,NA,fall
991,991,20150911,745,236.16,금,1,NA,fall
992,992,20150911,800,243.72,금,1,NA,fall
993,993,20150911,815,293.76,금,1,NA,fall
994,994,20150911,830,316.8,금,1,NA,fall
995,995,20150911,845,328.32,금,1,NA,fall
996,996,20150911,900,334.8,금,1,NA,fall
997,997,20150911,915,321.84,금,1,NA,fall
998,998,20150911,930,313.2,금,1,NA,fall
999,999,20150911,945,332.28,금,1,NA,fall
1000,1000,20150911,1000,340.92,금,1,NA,fall
1001,1001,20150911,1015,356.4,금,1,NA,fall
1002,1002,20150911,1030,360.36,금,1,NA,fall
1003,1003,20150911,1045,362.52,금,1,NA,fall
1004,1004,20150911,1100,364.68,금,1,NA,fall
1005,1005,20150911,1115,363.24,금,1,NA,fall
1006,1006,20150911,1130,359.28,금,1,NA,fall
1007,1007,20150911,1145,353.88,금,1,NA,fall
1008,1008,20150911,1200,342,금,1,NA,fall
1009,1009,20150911,1215,328.68,금,1,NA,fall
1010,1010,20150911,1230,324.36,금,1,NA,fall
1011,1011,20150911,1245,345.96,금,1,NA,fall
1012,1012,20150911,1300,347.76,금,1,NA,fall
1013,1013,20150911,1315,347.4,금,1,NA,fall
1014,1014,20150911,1330,350.64,금,1,NA,fall
1015,1015,20150911,1345,338.76,금,1,NA,fall
1016,1016,20150911,1400,351,금,1,NA,fall
1017,1017,20150911,1415,338.4,금,1,NA,fall
1018,1018,20150911,1430,333.36,금,1,NA,fall
1019,1019,20150911,1445,345.24,금,1,NA,fall
1020,1020,20150911,1500,369,금,1,NA,fall
1021,1021,20150911,1515,357.84,금,1,NA,fall
1022,1022,20150911,1530,348.84,금,1,NA,fall
1023,1023,20150911,1545,341.64,금,1,NA,fall
1024,1024,20150911,1600,346.32,금,1,NA,fall
1025,1025,20150911,1615,351.72,금,1,NA,fall
1026,1026,20150911,1630,352.8,금,1,NA,fall
1027,1027,20150911,1645,348.84,금,1,NA,fall
1028,1028,20150911,1700,354.24,금,1,NA,fall
1029,1029,20150911,1715,339.12,금,1,NA,fall
1030,1030,20150911,1730,327.24,금,1,NA,fall
1031,1031,20150911,1745,313.56,금,1,NA,fall
1032,1032,20150911,1800,308.88,금,1,NA,fall
1033,1033,20150911,1815,320.76,금,1,NA,fall
1034,1034,20150911,1830,312.12,금,1,NA,fall
1035,1035,20150911,1845,325.8,금,1,NA,fall
1036,1036,20150911,1900,325.8,금,1,NA,fall
1037,1037,20150911,1915,313.56,금,1,NA,fall
1038,1038,20150911,1930,309.6,금,1,NA,fall
1039,1039,20150911,1945,305.64,금,1,NA,fall
1040,1040,20150911,2000,303.48,금,1,NA,fall
1041,1041,20150911,2015,295.56,금,1,NA,fall
1042,1042,20150911,2030,290.52,금,1,NA,fall
1043,1043,20150911,2045,296.28,금,1,NA,fall
1044,1044,20150911,2100,302.04,금,1,NA,fall
1045,1045,20150911,2115,293.76,금,1,NA,fall
1046,1046,20150911,2130,289.8,금,1,NA,fall
1047,1047,20150911,2145,286.2,금,1,NA,fall
1048,1048,20150911,2200,274.32,금,1,NA,fall
1049,1049,20150911,2215,262.44,금,1,NA,fall
1050,1050,20150911,2230,237.6,금,1,NA,fall
1051,1051,20150911,2245,238.32,금,1,NA,fall
1052,1052,20150911,2300,236.16,금,1,NA,fall
1053,1053,20150911,2315,227.88,금,1,NA,fall
1054,1054,20150911,2330,226.08,금,1,NA,fall
1055,1055,20150911,2345,231.48,금,1,NA,fall
1056,1056,20150911,2400,230.04,금,1,NA,fall
1057,1057,20150912,15,222.48,토,1,NA,fall
1058,1058,20150912,30,221.76,토,1,NA,fall
1059,1059,20150912,45,216.36,토,1,NA,fall
1060,1060,20150912,100,214.56,토,1,NA,fall
1061,1061,20150912,115,203.76,토,1,NA,fall
1062,1062,20150912,130,198.36,토,1,NA,fall
1063,1063,20150912,145,197.64,토,1,NA,fall
1064,1064,20150912,200,196.56,토,1,NA,fall
1065,1065,20150912,215,189.72,토,1,NA,fall
