"","No.","일자","일","사용량..kWh.","최대수요..kW.","사용량요금..원.","무효전력..kVarh....지상","무효전력..kVarh....진상","역률......지상","dayOfTheWeek","isHoliday","dateName","season"
"872",872,201801,19,31393.08,1671.84,2643524,5628.24,0,98.58,"금","N",NA,"winter"
"873",873,201801,20,26086.32,1288.8,1894452,4385.52,0,98.74,"토","N",NA,"winter"
"874",874,201801,21,24939.36,1215.36,1229510,4034.16,0,98.81,"일","N",NA,"winter"
"875",875,201801,22,32584.32,1801.44,2787859,5819.4,0,98.5,"월","N",NA,"winter"
"876",876,201801,23,36371.16,2064.96,3111048,7340.4,0,98.11,"화","N",NA,"winter"
"877",877,201801,24,37315.08,2024.64,3189647,7823.16,0,98.02,"수","N",NA,"winter"
"878",878,201801,25,37287.72,1964.16,3170937,7332.12,0,98.33,"목","N",NA,"winter"
"879",879,201801,26,36698.04,1928.16,3096065,7232.4,0,98.3,"금","N",NA,"winter"
"880",880,201801,27,31741.2,1576.8,2318859,6422.76,0,98.18,"토","N",NA,"winter"
"881",881,201801,28,29192.4,1342.08,1439185,5493.96,0,98.39,"일","N",NA,"winter"
"882",882,201801,29,35580.24,1861.92,3026036,6818.04,0,98.31,"월","N",NA,"winter"
"883",883,201801,30,35384.04,1863.36,3012027,6842.88,0,98.28,"화","N",NA,"winter"
"884",884,201801,31,35365.68,1851.84,2983466,6662.52,0,98.38,"수","N",NA,"winter"
"885",885,201802,1,34819.92,1758.24,2960102,6567.12,0,98.39,"목","N",NA,"winter"
"886",886,201802,2,34697.16,1817.28,2951963,6729.84,0,98.18,"금","N",NA,"winter"
"887",887,201802,3,31097.88,1537.92,2290756,6287.76,0,98.1,"토","N",NA,"winter"
"888",888,201802,4,28386,1308.96,1399430,5196.96,0,98.54,"일","N",NA,"winter"
"889",889,201802,5,34433.28,1853.28,2929499,6445.08,0,98.47,"월","N",NA,"winter"
"890",890,201802,6,35248.32,1831.68,3004825,6816.24,0,98.31,"화","N",NA,"winter"
"891",891,201802,7,34817.76,1782.72,2941048,6796.08,0,98.33,"수","N",NA,"winter"
"892",892,201802,8,34492.68,1768.32,2921147,6759,0,98.39,"목","N",NA,"winter"
"893",893,201802,9,33408.36,1751.04,2809299,6352.56,0,98.38,"금","N",NA,"winter"
"894",894,201802,10,27819.36,1379.52,2041179,5112.72,0,98.35,"토","N",NA,"winter"
"895",895,201802,11,27382.68,1336.32,1349966,5386.32,0,98.23,"일","N",NA,"winter"
"896",896,201802,12,33582.6,1732.32,2873198,6503.04,0,98.33,"월","N",NA,"winter"
"897",897,201802,13,32356.8,1699.2,2734657,5923.08,0,98.53,"화","N",NA,"winter"
"898",898,201802,14,29628,1664.64,2511953,5221.8,0,98.44,"수","N",NA,"winter"
"899",899,201802,15,22862.88,1069.92,1127140,3828.6,0,98.75,"목","Y","설날","winter"
"900",900,201802,16,22096.44,1010.88,1089354,4074.12,0,98.34,"금","Y","설날","winter"
"901",901,201802,17,22451.04,1048.32,1106836,4069.8,0,98.47,"토","Y","설날","winter"
"902",902,201802,18,23527.08,1205.28,1159885,4014,0,98.74,"일","N",NA,"winter"
"903",903,201802,19,30367.08,1595.52,2583220,5644.44,0,98.35,"월","N",NA,"winter"
"904",904,201802,20,31144.32,1663.2,2662976,5678.64,0,98.45,"화","N",NA,"winter"
"905",905,201802,21,31758.12,1635.84,2691927,6216.84,0,98.31,"수","N",NA,"winter"
"906",906,201802,22,31910.4,1663.2,2704041,6202.8,0,98.21,"목","N",NA,"winter"
"907",907,201802,23,31992.84,1743.84,2716707,6045.84,0,98.3,"금","N",NA,"winter"
"908",908,201802,24,27658.8,1645.92,2021452,5436,0,98.21,"토","N",NA,"winter"
"909",909,201802,25,24409.44,1232.64,1203385,4152.96,0,98.68,"일","N",NA,"winter"
"910",910,201802,26,30638.52,1631.52,2614578,5547.24,0,98.4,"월","N",NA,"winter"
"911",911,201802,27,32718.24,1787.04,2828547,5895.36,0,98.32,"화","N",NA,"winter"
"912",912,201802,28,34209.36,1918.08,2925146,6396.84,0,98.35,"수","N",NA,"winter"
"913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
