"","No.","일자","일","사용량..kWh.","최대수요..kW.","사용량요금..원.","무효전력..kVarh....지상","무효전력..kVarh....진상","역률......지상","dayOfTheWeek","isHoliday","dateName","season"
"600",600,201704,23,38153.4,1774.8,1728349,14343.9,0,93.63,"일","N",NA,"spring"
"601",601,201704,24,47041.8,2533.2,2887017,16007.7,0,94.98,"월","N",NA,"spring"
"602",602,201704,25,47524.8,2499.6,2909388,16057.5,0,95.02,"화","N",NA,"spring"
"603",603,201704,26,47595.3,2557.2,2910652,15849.9,0,95.17,"수","N",NA,"spring"
"604",604,201704,27,47941.8,2545.2,2937310,16247.4,0,94.99,"목","N",NA,"spring"
"605",605,201704,28,45792,2522.4,2799782,15767.1,0,94.7,"금","N",NA,"spring"
"606",606,201704,29,40355.4,2047.2,2195338,14768.1,0,93.97,"토","N",NA,"spring"
"607",607,201704,30,37098.3,1765.2,1680553,14082.3,0,93.35,"일","N",NA,"spring"
"608",608,201705,1,46217.4,2542.8,2842229,15472.5,0,95.38,"월","N",NA,"spring"
"609",609,201705,2,47801.7,2559.6,2933409,15500.1,0,95.53,"화","N",NA,"spring"
"610",610,201705,3,40724.7,1990.8,1844829,13669.2,0,94.91,"수","Y","석가탄신일","spring"
"611",611,201705,4,47900.4,2550,2930914,15914.1,0,95.22,"목","N",NA,"spring"
"612",612,201705,5,40331.4,1887.6,1827012,15191.1,0,93.51,"금","Y","어린이날","spring"
"613",613,201705,6,40380.6,1956,2187525,14249.1,0,94.15,"토","N",NA,"spring"
"614",614,201705,7,37960.2,1783.2,1719597,13679.4,0,94.16,"일","N",NA,"spring"
"615",615,201705,8,47468.1,2542.8,2915377,15783.6,0,95.23,"월","N",NA,"spring"
"616",616,201705,9,40815.9,1936.8,2445357,14545.8,0,94.16,"화","Y","대통령선거일","spring"
"617",617,201705,10,49147.5,2660.4,3017642,17645.7,0,94.69,"수","N",NA,"spring"
"618",618,201705,11,49377,2658,3028378,17018.7,0,94.73,"목","N",NA,"spring"
"619",619,201705,12,50034.6,2635.2,3057021,18432,0,94.29,"금","N",NA,"spring"
"620",620,201705,13,44277.3,2204.4,2407068,17652.6,0,93,"토","N",NA,"spring"
"621",621,201705,14,39496.2,1833.6,1789178,15356.4,0,93.87,"일","N",NA,"spring"
"622",622,201705,15,48198.6,2617.2,2959521,16463.7,0,95.22,"월","N",NA,"spring"
"623",623,201705,16,48026.7,2526,2937765,15896.4,0,95.35,"화","N",NA,"spring"
"624",624,201705,17,49727.4,2787.6,3065219,15901.8,0,95.47,"수","N",NA,"spring"
"625",625,201705,18,50491.8,2779.2,3110176,16272.3,0,95.38,"목","N",NA,"spring"
"626",626,201705,19,50044.8,2745.6,3084995,16195.8,0,95.34,"금","N",NA,"spring"
"627",627,201705,20,42994.2,2254.8,2340451,14779.5,0,94.64,"토","N",NA,"spring"
"628",628,201705,21,39980.1,1887.6,1811099,14201.4,0,94.09,"일","N",NA,"spring"
"629",629,201705,22,51989.4,2952,3217263,17992.8,0,94.87,"월","N",NA,"spring"
"630",630,201705,23,53340.6,2931.6,3285241,19482.9,0,94.34,"화","N",NA,"spring"
"631",631,201705,24,53787.9,2919.6,3300446,19344,0,94.64,"수","N",NA,"spring"
"632",632,201705,25,52075.2,2842.8,3198122,17454.3,0,95.45,"목","N",NA,"spring"
"633",633,201705,26,49332,2730,3023797,15636.9,0,95.39,"금","N",NA,"spring"
"634",634,201705,27,43030.2,2253.6,2342513,14910.9,0,94.65,"토","N",NA,"spring"
"635",635,201705,28,40055.7,1917.6,1814523,14550,0,93.77,"일","N",NA,"spring"
"636",636,201705,29,53999.7,3068.4,3338230,19751.1,0,94.44,"월","N",NA,"spring"
"637",637,201705,30,53860.5,2978.4,3312971,18977.7,0,94.93,"화","N",NA,"spring"
"638",638,201705,31,53282.7,2925.6,3281700,18338.4,0,94.92,"수","N",NA,"spring"
"639",639,201706,1,54687.6,2972.4,5261857,19800.9,0,94.55,"목","N",NA,"summer"
"640",640,201706,2,50387.7,2737.2,4849428,16250.7,0,95.43,"금","N",NA,"summer"
"641",641,201706,3,43399.5,2294.4,3203968,14875.8,0,94.64,"토","N",NA,"summer"
"642",642,201706,4,40360.5,1911.6,1828331,13940.7,0,94.52,"일","N",NA,"summer"
"643",643,201706,5,52316.1,2936.4,5099838,16668.3,0,95.5,"월","N",NA,"summer"
"644",644,201706,6,43134.3,2056.8,1953984,15437.1,0,94.23,"화","Y","현충일","summer"
"645",645,201706,7,53692.8,2922,5174670,19672.8,0,94.42,"수","N",NA,"summer"
"646",646,201706,8,53811.3,2961.6,5170773,19535.4,0,94.44,"목","N",NA,"summer"
"647",647,201706,9,53328.9,2946,5130552,19952.7,0,94.02,"금","N",NA,"summer"
"648",648,201706,10,45542.1,2413.2,3352026,16600.2,0,94.41,"토","N",NA,"summer"
"649",649,201706,11,41327.1,2030.4,1872118,13977,0,94.79,"일","N",NA,"summer"
"650",650,201706,12,51979.2,2888.4,5045862,16963.5,0,95.2,"월","N",NA,"summer"
"651",651,201706,13,54077.1,2990.4,5214803,20000.7,0,94.24,"화","N",NA,"summer"
"652",652,201706,14,54372.6,2982,5234755,20067.3,0,94.22,"수","N",NA,"summer"
"653",653,201706,15,55005.3,3031.2,5303674,20396.1,0,94.14,"목","N",NA,"summer"
"654",654,201706,16,54573,3006,5271098,20122.2,0,94.22,"금","N",NA,"summer"
"655",655,201706,17,48042.3,2523.6,3550801,18709.5,0,93.36,"토","N",NA,"summer"
"656",656,201706,18,43819.8,2128.8,1985037,17620.5,0,92.97,"일","N",NA,"summer"
"657",657,201706,19,55160.1,3076.8,5350616,20050.2,0,94.42,"월","N",NA,"summer"
"658",658,201706,20,55640.1,3045.6,5359755,20071.8,0,94.49,"화","N",NA,"summer"
"659",659,201706,21,55534.8,3067.2,5350275,20090.4,0,94.46,"수","N",NA,"summer"
"660",660,201706,22,55209.9,3026.4,5307845,20073,0,94.33,"목","N",NA,"summer"
"661",661,201706,23,54624.3,2984.4,5258972,20219.1,0,94.15,"금","N",NA,"summer"
"662",662,201706,24,46433.1,2440.8,3415011,18256.8,0,93.07,"토","N",NA,"summer"
"663",663,201706,25,43665.9,2030.4,1978065,17341.8,0,93,"일","N",NA,"summer"
"664",664,201706,26,54363.3,3062.4,5267833,19949.4,0,94.27,"월","N",NA,"summer"
"665",665,201706,27,55568.1,3044.4,5362756,20082.9,0,94.54,"화","N",NA,"summer"
"666",666,201706,28,55779,3116.4,5386099,20196.3,0,94.43,"수","N",NA,"summer"
"667",667,201706,29,55491.6,3092.4,5369762,20367.3,0,94.26,"목","N",NA,"summer"
"668",668,201706,30,55745.7,3081.6,5382604,20359.8,0,94.22,"금","N",NA,"summer"
"669",669,201707,1,48275.7,2523.6,3557807,18747.6,0,93.26,"토","N",NA,"summer"
"670",670,201707,2,44238.6,2097.6,2004009,17570.1,0,93.1,"일","N",NA,"summer"
"671",671,201707,3,56532,3194.4,5499734,20627.4,0,94.34,"월","N",NA,"summer"
"672",672,201707,4,58233.6,3208.8,5636837,21157.2,0,94.49,"화","N",NA,"summer"
"673",673,201707,5,58837.2,3344.4,5701794,21334.8,0,94.44,"수","N",NA,"summer"
"674",674,201707,6,58573.5,3265.2,5670767,21341.4,0,94.32,"목","N",NA,"summer"
"675",675,201707,7,56993.7,3112.8,5475927,21069.3,0,94.18,"금","N",NA,"summer"
"676",676,201707,8,49736.4,2588.4,3666232,19705.2,0,93.19,"토","N",NA,"summer"
"677",677,201707,9,45754.5,2155.2,2072679,18206.7,0,93.06,"일","N",NA,"summer"
"678",678,201707,10,57309.9,3126,5534995,20838.6,0,94.45,"월","N",NA,"summer"
"679",679,201707,11,58455.9,3264,5662686,21156.3,0,94.46,"화","N",NA,"summer"
"680",680,201707,12,58943.1,3260.4,5704520,21446.4,0,94.32,"수","N",NA,"summer"
"681",681,201707,13,58975.2,3226.8,5703135,21520.8,0,94.34,"목","N",NA,"summer"
"682",682,201707,14,58206,3201.6,5611382,21308.4,0,94.29,"금","N",NA,"summer"
"683",683,201707,15,49625.1,2610,3651628,19598.7,0,93.16,"토","N",NA,"summer"
"684",684,201707,16,45492.9,2130,2060828,18220.5,0,92.96,"일","N",NA,"summer"
"685",685,201707,17,58264.5,3273.6,5645359,20697.6,0,94.75,"월","N","제헌절","summer"
"686",686,201707,18,58771.8,3312,5695716,20769.6,0,94.67,"화","N",NA,"summer"
"687",687,201707,19,59483.4,3342,5748744,21422.1,0,94.35,"수","N",NA,"summer"
"688",688,201707,20,59193.3,3216,5696291,21643.2,0,94.36,"목","N",NA,"summer"
"689",689,201707,21,59154.3,3216,5694990,21463.2,0,94.45,"금","N",NA,"summer"
"690",690,201707,22,51351.9,2678.4,3784565,19805.7,0,93.52,"토","N",NA,"summer"
"691",691,201707,23,46140,2240.4,2090142,18375.9,0,93.06,"일","N",NA,"summer"
"692",692,201707,24,57687.3,3118.8,5550191,20702.4,0,94.62,"월","N",NA,"summer"
"693",693,201707,25,60504.6,3416.4,5861941,21760.8,0,94.54,"화","N",NA,"summer"
"694",694,201707,26,58947.6,3265.2,5690742,21497.4,0,94.42,"수","N",NA,"summer"
"695",695,201707,27,57286.8,3112.8,5476965,20914.8,0,94.3,"목","N",NA,"summer"
"696",696,201707,28,56766.6,3034.8,5425630,21015.9,0,94.13,"금","N",NA,"summer"
"697",697,201707,29,50372.7,2577.6,3697403,19375.5,0,93.51,"토","N",NA,"summer"
"698",698,201707,30,46692,2233.2,2115148,18194.1,0,93.33,"일","N",NA,"summer"
"699",699,201707,31,57011.1,3066,5479373,20694.9,0,94.44,"월","N",NA,"summer"
"700",700,201708,1,59324.7,3231.6,5725634,21540.9,0,94.39,"화","N",NA,"summer"
"701",701,201708,2,60238.8,3327.6,5802975,21984,0,94.41,"수","N",NA,"summer"
"702",702,201708,3,60174.9,3238.8,5792869,22041.3,0,94.27,"목","N",NA,"summer"
"703",703,201708,4,59811.6,3256.8,5761734,21752.1,0,94.35,"금","N",NA,"summer"
"704",704,201708,5,53472.3,2851.2,3947374,20734.5,0,93.48,"토","N",NA,"summer"
"705",705,201708,6,49020,2362.8,2220606,19146.9,0,93.23,"일","N",NA,"summer"
"706",706,201708,7,61408.2,3537.6,5993804,21999.3,0,94.63,"월","N",NA,"summer"
"707",707,201708,8,59249.7,3259.2,5695331,21403.8,0,94.44,"화","N",NA,"summer"
"708",708,201708,9,58140.9,3138,5586182,21390.9,0,94.26,"수","N",NA,"summer"
"709",709,201708,10,56933.1,3027.6,5447638,20978.4,0,94.27,"목","N",NA,"summer"
"710",710,201708,11,57878.4,3121.2,5559731,20940.3,0,94.46,"금","N",NA,"summer"
"711",711,201708,12,49838.1,2607.6,3666266,19093.2,0,93.59,"토","N",NA,"summer"
"712",712,201708,13,44973.6,2128.8,2037304,17781.6,0,93.08,"일","N",NA,"summer"
"713",713,201708,14,54408.3,2931.6,5213674,19492.8,0,94.58,"월","N",NA,"summer"
"714",714,201708,15,46022.1,2240.4,2084801,17514,0,93.65,"화","Y","광복절","summer"
"715",715,201708,16,55160.7,2991.6,5301219,19847.4,0,94.54,"수","N",NA,"summer"
"716",716,201708,17,56047.2,3034.8,5389801,20075.7,0,94.53,"목","N",NA,"summer"
"717",717,201708,18,55359.6,3006,5302532,20027.1,0,94.4,"금","N",NA,"summer"
"718",718,201708,19,47813.4,2456.4,3515704,18419.1,0,93.53,"토","N",NA,"summer"
"719",719,201708,20,43313.4,2006.4,1962097,16915.8,0,93.27,"일","N",NA,"summer"
"720",720,201708,21,55885.5,3094.8,5399028,20131.2,0,94.46,"월","N",NA,"summer"
"721",721,201708,22,56510.4,3063.6,5425441,20053.5,0,94.64,"화","N",NA,"summer"
"722",722,201708,23,57569.4,3189.6,5536748,20844.3,0,94.42,"수","N",NA,"summer"
"723",723,201708,24,58105.2,3148.8,5551684,21060.6,0,94.41,"목","N",NA,"summer"
"724",724,201708,25,54570,2950.8,5228133,20049.9,0,94.19,"금","N",NA,"summer"
"725",725,201708,26,44724.9,2355.6,3277741,17563.8,0,93.18,"토","N",NA,"summer"
"726",726,201708,27,32546.4,1670.4,1474352,12779.4,0,93.33,"일","N",NA,"summer"
"727",727,201708,28,49094.4,2766,4805632,17161.8,0,94.8,"월","N",NA,"summer"
"728",728,201708,29,49950.3,2767.2,4791134,16692.3,0,95.33,"화","N",NA,"summer"
"729",729,201708,30,48467.4,2613.6,4648996,15769.2,0,94.96,"수","N",NA,"summer"
"730",730,201708,31,50756.7,2796,4888237,17685.6,0,94.79,"목","N",NA,"summer"
"731",731,201709,1,51240.3,2815.2,3153856,17952.9,0,94.66,"금","N",NA,"fall"
"732",732,201709,2,44843.7,2374.8,2441763,16956.3,0,93.69,"토","N",NA,"fall"
"733",733,201709,3,42098.4,2031.6,1907058,16413.9,0,93.22,"일","N",NA,"fall"
"734",734,201709,4,54570.6,3085.2,3378092,18854.4,0,94.98,"월","N",NA,"fall"
"735",735,201709,5,54597.6,3024,3361846,19056.6,0,94.83,"화","N",NA,"fall"
"736",736,201709,6,53742,2982,3314833,18739.8,0,94.77,"수","N",NA,"fall"
"737",737,201709,7,54354.9,2985.6,3346118,18923.1,0,94.78,"목","N",NA,"fall"
"738",738,201709,8,54002.1,2959.2,3320803,19133.7,0,94.58,"금","N",NA,"fall"
"739",739,201709,9,46423.5,2461.2,2528703,17646.9,0,93.51,"토","N",NA,"fall"
"740",740,201709,10,42627.6,2018.4,1931030,16520.1,0,93.23,"일","N",NA,"fall"
"741",741,201709,11,53016.3,2902.8,3265151,18780.3,0,94.67,"월","N",NA,"fall"
"742",742,201709,12,53617.8,3067.2,3313143,18372.6,0,95,"화","N",NA,"fall"
"743",743,201709,13,52227.6,2920.8,3229222,17252.1,0,95.06,"수","N",NA,"fall"
"744",744,201709,14,52602.6,2964,3244924,17990.7,0,95.04,"목","N",NA,"fall"
"745",745,201709,15,52178.1,2850,3210460,18139.5,0,94.7,"금","N",NA,"fall"
"746",746,201709,16,44626.8,2318.4,2434806,15940.8,0,93.94,"토","N",NA,"fall"
"747",747,201709,17,42476.4,2048.4,1924181,16245.3,0,93.33,"일","N",NA,"fall"
"748",748,201709,18,53214.3,2949.6,3288906,18391.2,0,94.94,"월","N",NA,"fall"
"749",749,201709,19,54912.9,3066,3380142,19062,0,94.86,"화","N",NA,"fall"
"750",750,201709,20,51524.4,2826,3169778,16707.3,0,95.48,"수","N",NA,"fall"
"751",751,201709,21,52276.2,2859.6,3218639,17819.1,0,95.12,"목","N",NA,"fall"
"752",752,201709,22,50633.7,2778,3116915,17346.3,0,94.64,"금","N",NA,"fall"
"753",753,201709,23,44868,2337.6,2443244,16946.4,0,93.59,"토","N",NA,"fall"
"754",754,201709,24,42723.3,2067.6,1935365,16492.8,0,93.31,"일","N",NA,"fall"
"755",755,201709,25,54372,3092.4,3359294,18858,0,94.93,"월","N",NA,"fall"
"756",756,201709,26,55305.9,3073.2,3412608,19245.3,0,94.84,"화","N",NA,"fall"
"757",757,201709,27,54571.8,3018,3357382,19095,0,94.78,"수","N",NA,"fall"
"758",758,201709,28,51872.4,2799.6,3187614,17095.5,0,95.52,"목","N",NA,"fall"
"759",759,201709,29,48002.7,2630.4,2948265,14927.1,0,95.54,"금","N",NA,"fall"
"760",760,201709,30,41211.9,2078.4,2245124,14730.6,0,93.79,"토","N",NA,"fall"
"761",761,201710,1,39214.2,1810.8,1776403,15591.9,0,92.8,"일","N",NA,"fall"
"762",762,201710,2,42115.2,2156.4,2545950,15828.6,0,93.71,"월","Y","임시공휴일","fall"
"763",763,201710,3,36942.3,1742.4,1673486,12868.5,0,94.14,"화","Y","추석","fall"
"764",764,201710,4,35977.2,1652.4,1629767,11625.9,0,94.91,"수","Y","추석","fall"
"765",765,201710,5,36592.8,1694.4,1657654,12591.9,0,94.2,"목","Y","추석","fall"
"766",766,201710,6,37631.1,1746,1704689,13816.5,0,93.62,"금","Y","대체공휴일","fall"
"767",767,201710,7,40351.2,1944,2191688,15504.3,0,93.32,"토","N",NA,"fall"
"768",768,201710,8,40318.2,1896,1826414,15856.8,0,93.18,"일","N",NA,"fall"
"769",769,201710,9,43013.7,2122.8,1948521,16450.5,0,93.53,"월","Y","한글날","fall"
"770",770,201710,10,51978.3,2871.6,3202759,17751,0,95.2,"화","N",NA,"fall"
"771",771,201710,11,49498.5,2665.2,3021133,16173.6,0,95.47,"수","N",NA,"fall"
"772",772,201710,12,47138.1,2552.4,2894237,14228.1,0,95.79,"목","N",NA,"fall"
"773",773,201710,13,46647.9,2494.8,2854739,14227.2,0,95.7,"금","N",NA,"fall"
"774",774,201710,14,40861.5,2059.2,2227117,13018.8,0,95.18,"토","N",NA,"fall"
"775",775,201710,15,37716.3,1756.8,1708548,12327.9,0,94.9,"일","N",NA,"fall"
"776",776,201710,16,46997.4,2620.8,2895647,14377.8,0,95.72,"월","N",NA,"fall"
"777",777,201710,17,48300,2646,2967333,15128.4,0,95.51,"화","N",NA,"fall"
"778",778,201710,18,46954.2,2516.4,2877960,14698.5,0,95.52,"수","N",NA,"fall"
"779",779,201710,19,47194.5,2548.8,2897448,14829.3,0,95.48,"목","N",NA,"fall"
"780",780,201710,20,45883.5,2438.4,2806803,14613,0,95.25,"금","N",NA,"fall"
"781",781,201710,21,41293.5,2109.6,2247770,13790.4,0,94.71,"토","N",NA,"fall"
"782",782,201710,22,38282.4,1773.6,1734193,12936.9,0,94.48,"일","N",NA,"fall"
"783",783,201710,23,47133.6,2527.2,2892492,14855.1,0,95.46,"월","N",NA,"fall"
"784",784,201710,24,47334.3,2528.4,2898695,15112.5,0,95.38,"화","N",NA,"fall"
"785",785,201710,25,46882.8,2502,2867104,15026.1,0,95.43,"수","N",NA,"fall"
"786",786,201710,26,46424.4,2492.4,2842925,14754,0,95.38,"목","N",NA,"fall"
"787",787,201710,27,45696.3,2475.6,2797279,14801.1,0,95.17,"금","N",NA,"fall"
"788",788,201710,28,40094.7,2014.8,2176470,13776.9,0,94.51,"토","N",NA,"fall"
"789",789,201710,29,37343.4,1754.4,1691656,12690.6,0,94.56,"일","N",NA,"fall"
"790",790,201710,30,47148.3,2554.8,2895641,14328,0,95.8,"월","N",NA,"fall"
"791",791,201710,31,47305.2,2551.2,2904877,14971.5,0,95.44,"화","N",NA,"fall"
"792",792,201711,1,45787.5,2449.2,3951388,14503.2,0,95.57,"수","N",NA,"fall"
"793",793,201711,2,45743.7,2464.8,3967207,14771.7,0,95.22,"목","N",NA,"fall"
"794",794,201711,3,45711.9,2421.6,3946956,14847.9,0,95.35,"금","N",NA,"fall"
"795",795,201711,4,40654.8,2016,3001765,13565.4,0,94.76,"토","N",NA,"fall"
"796",796,201711,5,37412.4,1724.4,1844431,12688.5,0,94.35,"일","N",NA,"fall"
"797",797,201711,6,46253.1,2534.4,4011376,14512.5,0,95.69,"월","N",NA,"fall"
"798",798,201711,7,46748.7,2538,4063897,14786.4,0,95.59,"화","N",NA,"fall"
"799",799,201711,8,45680.7,2494.8,3965456,14450.1,0,95.67,"수","N",NA,"fall"
"800",800,201711,9,46847.7,2469.6,4046156,14409,0,95.74,"목","N",NA,"fall"
"801",801,201711,10,46140.3,2425.2,3961057,14705.4,0,95.38,"금","N",NA,"fall"
"802",802,201711,11,40651.5,2012.4,3006318,13524,0,94.8,"토","N",NA,"fall"
"803",803,201711,12,37731.3,1744.8,1860153,12940.8,0,94.35,"일","N",NA,"fall"
"804",804,201711,13,47692.8,2649.6,4143161,14698.5,0,95.87,"월","N",NA,"fall"
"805",805,201711,14,48879,2643.6,4247106,15159.6,0,95.78,"화","N",NA,"fall"
"806",806,201711,15,50214,2738.4,4364315,15378,0,95.8,"수","N",NA,"fall"
"807",807,201711,16,51605.1,2755.2,4475211,15906.3,0,95.61,"목","N",NA,"fall"
"808",808,201711,17,50779.5,2806.8,4384954,15890.1,0,95.58,"금","N",NA,"fall"
"809",809,201711,18,44226,2283.6,3284665,15062.7,0,94.49,"토","N",NA,"fall"
"810",810,201711,19,40480.5,1856.4,1995689,13883.1,0,94.35,"일","N",NA,"fall"
"811",811,201711,20,52639.8,2886,4588232,16149.6,0,95.75,"월","N",NA,"fall"
"812",812,201711,21,52914.6,2894.4,4598810,16493.4,0,95.7,"화","N",NA,"fall"
"813",813,201711,22,51074.7,2709.6,4427471,15769.2,0,95.74,"수","N",NA,"fall"
"814",814,201711,23,51970.5,2853.6,4512781,16125,0,95.64,"목","N",NA,"fall"
"815",815,201711,24,50730,2712,4375164,16017,0,95.39,"금","N",NA,"fall"
"816",816,201711,25,43461.3,2288.4,3207922,14636.7,0,94.6,"토","N",NA,"fall"
"817",817,201711,26,38233.5,1830,1884912,13576.5,0,94.21,"일","N",NA,"fall"
"818",818,201711,27,51630.3,2847.6,4500776,16116.9,0,95.64,"월","N",NA,"fall"
"819",819,201711,28,51685.8,2812.8,4474301,16206,0,95.57,"화","N",NA,"fall"
"820",820,201711,29,51130.5,2794.8,4460367,16119,0,95.64,"수","N",NA,"fall"
"821",821,201711,30,54003.6,2852.4,4690442,16920.9,0,95.58,"목","N",NA,"fall"
"822",822,201712,1,53732.7,2841.6,4611247,16698.3,0,95.56,"금","N",NA,"winter"
"823",823,201712,2,44063.4,2077.2,3223834,14004,0,95.28,"토","N",NA,"winter"
"824",824,201712,3,40455.9,1916.4,1994476,13839.9,0,94.51,"일","N",NA,"winter"
"825",825,201712,4,53288.4,2925.6,4664839,16495.5,0,95.76,"월","N",NA,"winter"
"826",826,201712,5,55684.8,2986.8,4798271,16794.6,0,95.85,"화","N",NA,"winter"
"827",827,201712,6,53999.1,2911.2,4661138,16403.1,0,95.73,"수","N",NA,"winter"
"828",828,201712,7,53058,2823.6,4595155,16315.2,0,95.71,"목","N",NA,"winter"
"829",829,201712,8,52581.6,2811.6,4522362,16567.8,0,95.38,"금","N",NA,"winter"
"830",830,201712,9,44989.5,2240.4,3320870,15066.9,0,94.65,"토","N",NA,"winter"
"831",831,201712,10,41859,1987.2,2063649,13758.6,0,94.95,"일","N",NA,"winter"
"832",832,201712,11,56929.8,3034.8,4925030,16563.9,0,96.11,"월","N",NA,"winter"
"833",833,201712,12,58220.1,3109.2,5037763,17222.4,0,95.99,"화","N",NA,"winter"
"834",834,201712,13,57144,3038.4,4916602,17101.8,0,95.82,"수","N",NA,"winter"
"835",835,201712,14,56422.5,2978.4,4855676,17277,0,95.68,"목","N",NA,"winter"
"836",836,201712,15,55260,2938.8,4751396,16555.8,0,95.85,"금","N",NA,"winter"
"837",837,201712,16,49084.5,2432.4,3631393,15146.1,0,95.4,"토","N",NA,"winter"
"838",838,201712,17,45253.5,2071.2,2230998,14227.8,0,95.13,"일","N",NA,"winter"
"839",839,201712,18,56615.1,3096,4899031,16221.3,0,96.17,"월","N",NA,"winter"
"840",840,201712,19,56244.3,3044.4,4862662,16451.1,0,96.01,"화","N",NA,"winter"
"841",841,201712,20,55842.6,2953.2,4808513,16470.3,0,95.98,"수","N",NA,"winter"
"842",842,201712,21,54219.6,2878.8,4653620,16527,0,95.58,"목","N",NA,"winter"
"843",843,201712,22,51442.8,2739.6,4421037,16407.6,0,95.41,"금","N",NA,"winter"
"844",844,201712,23,41291.1,2104.8,3046694,14067.6,0,94.5,"토","N",NA,"winter"
"845",845,201712,24,39158.4,1888.8,1930509,13372.5,0,94.63,"일","N",NA,"winter"
"846",846,201712,25,40974.6,1852.8,2020048,13503.9,0,94.71,"월","Y","기독탄신일","winter"
"847",847,201712,26,52050,2852.4,4527752,16245,0,95.64,"화","N",NA,"winter"
"848",848,201712,27,54472.8,2912.4,4701832,16829.1,0,95.57,"수","N",NA,"winter"
"849",849,201712,28,53571.3,2889.6,4590079,16800.9,0,95.51,"목","N",NA,"winter"
"850",850,201712,29,49671.3,2632.8,4228744,15610.2,0,95.33,"금","N",NA,"winter"
"851",851,201712,30,41695.5,2119.2,3077356,14041.8,0,94.64,"토","N",NA,"winter"
"852",852,201712,31,39558,1808.4,1950209,13367.4,0,94.59,"일","N",NA,"winter"
"853",853,201801,1,40966.2,1855.2,2019634,13738.2,0,94.62,"월","Y","1월1일","winter"
"854",854,201801,2,52869.6,2904,4598650,16143.3,0,95.77,"화","N",NA,"winter"
"855",855,201801,3,53254.8,2859.6,4601922,16569.3,0,95.7,"수","N",NA,"winter"
"856",856,201801,4,53747.1,2937.6,4632038,16851.9,0,95.59,"목","N",NA,"winter"
"857",857,201801,5,52586.7,2872.8,4509314,16379.1,0,95.56,"금","N",NA,"winter"
"858",858,201801,6,44328,2250,3266796,14914.8,0,94.52,"토","N",NA,"winter"
"859",859,201801,7,41512.5,1878,2046566,13956.6,0,94.54,"일","N",NA,"winter"
"860",860,201801,8,52470,2876.4,4565772,15897.9,0,95.86,"월","N",NA,"winter"
"861",861,201801,9,54484.2,2930.4,4715836,16425.6,0,95.84,"화","N",NA,"winter"
"862",862,201801,10,55792.2,2960.4,4806860,16707.3,0,95.85,"수","N",NA,"winter"
"863",863,201801,11,57099,2974.8,4919662,17683.5,0,95.47,"목","N",NA,"winter"
"864",864,201801,12,54902.1,2899.2,4691051,16824.9,0,95.71,"금","N",NA,"winter"
"865",865,201801,13,46976.1,2396.4,3459147,15188.4,0,95.04,"토","N",NA,"winter"
"866",866,201801,14,42611.4,1969.2,2100742,13646.4,0,94.98,"일","N",NA,"winter"
"867",867,201801,15,52481.4,2847.6,4533636,15822.9,0,95.77,"월","N",NA,"winter"
"868",868,201801,16,52049.4,2931.6,4518669,16155.3,0,95.68,"화","N",NA,"winter"
"869",869,201801,17,50631.6,2718,4383828,15890.1,0,95.53,"수","N",NA,"winter"
"870",870,201801,18,50374.8,2722.8,4362655,15939,0,95.47,"목","N",NA,"winter"
"871",871,201801,19,50266.8,2701.2,4322958,16203.9,0,95.23,"금","N",NA,"winter"
"872",872,201801,20,42635.1,2110.8,3141400,14250.3,0,94.69,"토","N",NA,"winter"
"873",873,201801,21,40103.1,1848,1977083,13446.9,0,94.55,"일","N",NA,"winter"
"874",874,201801,22,52182.3,2858.4,4535068,15978.6,0,95.74,"월","N",NA,"winter"
"875",875,201801,23,55820.1,2986.8,4810276,16840.8,0,95.73,"화","N",NA,"winter"
"876",876,201801,24,55857.3,2898,4816885,17197.8,0,95.64,"수","N",NA,"winter"
"877",877,201801,25,56829.6,2971.2,4897981,17428.2,0,95.66,"목","N",NA,"winter"
"878",878,201801,26,56251.8,2972.4,4829034,17371.5,0,95.6,"금","N",NA,"winter"
"879",879,201801,27,47556,2281.2,3491628,15670.2,0,94.75,"토","N",NA,"winter"
"880",880,201801,28,44051.1,2052,2171719,14425.2,0,94.85,"일","N",NA,"winter"
"881",881,201801,29,56056.2,2955.6,4848704,17077.2,0,95.69,"월","N",NA,"winter"
"882",882,201801,30,56501.7,3026.4,4841886,17097.6,0,95.73,"화","N",NA,"winter"
"883",883,201801,31,54062.4,2814,4627056,16767,0,95.48,"수","N",NA,"winter"
"884",884,201802,1,53308.5,2774.4,4577847,16581,0,95.49,"목","N",NA,"winter"
"885",885,201802,2,52109.1,2695.2,4454578,16265.4,0,95.4,"금","N",NA,"winter"
"886",886,201802,3,45669.9,2250,3368385,15122.1,0,94.76,"토","N",NA,"winter"
"887",887,201802,4,43710,2026.8,2154903,14238,0,94.87,"일","N",NA,"winter"
"888",888,201802,5,55522.5,2956.8,4788527,16914.6,0,95.7,"월","N",NA,"winter"
"889",889,201802,6,56748.9,2991.6,4870646,17544,0,95.59,"화","N",NA,"winter"
"890",890,201802,7,55308.3,2866.8,4740764,17274.3,0,95.47,"수","N",NA,"winter"
"891",891,201802,8,54084,2792.4,4628341,17227.2,0,95.26,"목","N",NA,"winter"
"892",892,201802,9,52133.1,2772,4461931,16688.4,0,95.26,"금","N",NA,"winter"
"893",893,201802,10,44110.2,2208,3270171,15007.5,0,94.54,"토","N",NA,"winter"
