"","No.","일자","일","사용량..kWh.","최대수요..kW.","사용량요금..원.","무효전력..kVarh....지상","무효전력..kVarh....진상","역률......지상","dayOfTheWeek","isHoliday","dateName","season"
"272",272,201605,29,36483.84,2167.68,1652718,53.76,4367.04,100,"일","N",NA,"spring"
"273",273,201605,30,75355.68,5454.72,4929818,10546.56,2889.12,98.65,"월","N",NA,"spring"
"274",274,201605,31,73154.4,5472,4791194,9671.04,2972.16,98.78,"화","N",NA,"spring"
"275",275,201606,1,75295.2,5366.4,8156092,10311.84,3008.64,98.73,"수","N",NA,"summer"
"276",276,201606,2,75626.88,5504.64,8218906,10643.04,3034.56,98.63,"목","N",NA,"summer"
"277",277,201606,3,73497.12,5270.4,7927217,10579.68,3021.6,98.61,"금","N",NA,"summer"
"278",278,201606,4,50266.56,3636.48,3990122,4753.44,3288.96,99.29,"토","N",NA,"summer"
"279",279,201606,5,39313.44,2448,1780899,767.04,3548.64,99.96,"일","N",NA,"summer"
"280",280,201606,6,40931.04,2511.36,1854176,585.12,3359.52,99.98,"월","N",NA,"summer"
"281",281,201606,7,78741.6,5671.68,8515624,11151.84,2875.68,98.67,"화","N",NA,"summer"
"282",282,201606,8,80342.88,5786.88,8677927,12391.68,2724.48,98.38,"수","N",NA,"summer"
"283",283,201606,9,82868.64,5840.64,8934761,13307.04,2784.48,98.27,"목","N",NA,"summer"
"284",284,201606,10,78829.44,5539.2,8473021,12920.64,2542.08,98.18,"금","N",NA,"summer"
"285",285,201606,11,56482.08,3930.24,4488863,6162.72,2551.68,99.11,"토","N",NA,"summer"
"286",286,201606,12,43715.04,2415.36,1980291,1097.76,2818.56,99.94,"일","N",NA,"summer"
"287",287,201606,13,84712.32,5898.24,9066434,13825.92,2312.16,98.24,"월","N",NA,"summer"
"288",288,201606,14,83058.24,5740.8,8892832,13425.6,2451.84,98.26,"화","N",NA,"summer"
"289",289,201606,15,76630.56,5402.88,8144348,10333.44,2740.8,98.75,"수","N",NA,"summer"
"290",290,201606,16,78928.32,5399.04,8385509,11882.88,2740.32,98.45,"목","N",NA,"summer"
"291",291,201606,17,77170.56,5377.92,8254904,12144,2683.68,98.31,"금","N",NA,"summer"
"292",292,201606,18,59605.44,4318.08,4733512,7923.36,2756.64,98.71,"토","N",NA,"summer"
"293",293,201606,19,43703.04,2693.76,1979748,1214.88,2870.88,99.93,"일","N",NA,"summer"
"294",294,201606,20,80577.6,5660.16,8615006,13581.6,2560.32,98.12,"월","N",NA,"summer"
"295",295,201606,21,82449.6,5719.68,8807295,14038.08,2503.68,98.08,"화","N",NA,"summer"
"296",296,201606,22,75512.64,5600.64,8129827,12151.2,2469.6,98.3,"수","N",NA,"summer"
"297",297,201606,23,74919.84,5450.88,8088726,12500.64,2642.88,98.16,"목","N",NA,"summer"
"298",298,201606,24,70947.36,5049.6,7584380,11299.2,2578.08,98.31,"금","N",NA,"summer"
"299",299,201606,25,51940.8,3553.92,4083302,5531.52,2893.92,99.17,"토","N",NA,"summer"
"300",300,201606,26,40252.32,2344.32,1823430,797.76,3049.44,99.96,"일","N",NA,"summer"
"301",301,201606,27,73849.44,5381.76,7979937,12026.4,2825.76,98.29,"월","N",NA,"summer"
"302",302,201606,28,75368.16,5583.36,8156231,12160.32,2651.52,98.31,"화","N",NA,"summer"
"303",303,201606,29,75078.72,5650.56,8154601,12468.48,2677.92,98.23,"수","N",NA,"summer"
"304",304,201606,30,77131.2,5683.2,8349828,12942.72,2486.4,98.22,"목","N",NA,"summer"
"305",305,201607,1,72526.56,5262.72,7788375,12305.28,2704.32,98.14,"금","N",NA,"summer"
"306",306,201607,2,54756.48,4012.8,4323196,6672,2820,98.96,"토","N",NA,"summer"
"307",307,201607,3,38701.92,2313.6,1753197,558.72,3120.96,99.98,"일","N",NA,"summer"
"308",308,201607,4,71769.6,5143.68,7709694,11354.4,2641.44,98.37,"월","N",NA,"summer"
"309",309,201607,5,73500.96,5395.2,7965210,12137.76,2844,98.25,"화","N",NA,"summer"
"310",310,201607,6,73469.28,5280,7912917,11912.16,2601.12,98.29,"수","N",NA,"summer"
"311",311,201607,7,73392.96,5291.52,7881550,11207.04,2551.2,98.43,"목","N",NA,"summer"
"312",312,201607,8,76072.8,5621.76,8226248,13269.12,2632.32,98.06,"금","N",NA,"summer"
"313",313,201607,9,59330.88,4454.4,4701206,8492.16,2622.72,98.64,"토","N",NA,"summer"
"314",314,201607,10,41711.04,2497.92,1889510,1196.64,3004.32,99.93,"일","N",NA,"summer"
"315",315,201607,11,86446.08,6458.88,9431525,16564.32,2436.96,97.72,"월","N",NA,"summer"
"316",316,201607,12,83375.52,6157.44,9068292,15554.88,2386.56,97.84,"화","N",NA,"summer"
"317",317,201607,13,81635.52,5988.48,8857975,15065.76,2473.92,97.86,"수","N",NA,"summer"
"318",318,201607,14,81930.72,6023.04,8878935,14809.44,2345.28,97.94,"목","N",NA,"summer"
"319",319,201607,15,75684.96,5493.12,8143793,13156.8,2372.16,98.05,"금","N",NA,"summer"
"320",320,201607,16,54028.32,3747.84,4246697,6531.36,2576.16,98.93,"토","N",NA,"summer"
"321",321,201607,17,39432.48,2294.4,1786291,541.92,3137.28,99.98,"일","N",NA,"summer"
"322",322,201607,18,75831.36,5418.24,8120235,12704.16,2501.76,98.19,"월","N",NA,"summer"
"323",323,201607,19,78894.24,5681.28,8478576,14053.92,2554.56,97.98,"화","N",NA,"summer"
"324",324,201607,20,81103.68,5844.48,8754434,14848.32,2484.48,97.82,"수","N",NA,"summer"
"325",325,201607,21,78132.96,5763.84,8335447,13909.92,2444.64,98.01,"목","N",NA,"summer"
"326",326,201607,22,81878.88,6067.2,8866483,15932.16,2186.88,97.6,"금","N",NA,"summer"
"327",327,201607,23,67195.2,4942.08,5351235,11466.24,2131.2,98.04,"토","N",NA,"summer"
"328",328,201607,24,46635.84,2793.6,2112604,2940,2134.08,99.64,"일","N",NA,"summer"
"329",329,201607,25,86443.2,6332.16,9363188,17260.32,2271.84,97.56,"월","N",NA,"summer"
"330",330,201607,26,83901.6,6145.92,9104311,16030.08,2376,97.71,"화","N",NA,"summer"
"331",331,201607,27,83427.36,6142.08,9006155,16009.92,2297.76,97.7,"수","N",NA,"summer"
"332",332,201607,28,85428.96,6307.2,9260619,16766.88,2184.96,97.6,"목","N",NA,"summer"
"333",333,201607,29,79589.28,5802.24,8573982,14417.28,2240.16,97.93,"금","N",NA,"summer"
"334",334,201607,30,61972.32,4417.92,4898405,9408,2332.32,98.45,"토","N",NA,"summer"
"335",335,201607,31,43284.96,2732.16,1960809,2231.04,2671.2,99.8,"일","N",NA,"summer"
"336",336,201608,1,85545.12,6364.8,9310208,16767.84,2303.04,97.61,"월","N",NA,"summer"
"337",337,201608,2,84599.52,6069.12,9127202,16643.04,2376.96,97.62,"화","N",NA,"summer"
"338",338,201608,3,86828.64,6261.12,9395913,17103.36,2196.48,97.57,"수","N",NA,"summer"
"339",339,201608,4,88668.96,6370.56,9599079,18113.28,2131.2,97.43,"목","N",NA,"summer"
"340",340,201608,5,84470.88,6142.08,9152800,16312.32,2058.72,97.63,"금","N",NA,"summer"
"341",341,201608,6,65720.64,4934.4,5211079,10738.08,2343.36,98.23,"토","N",NA,"summer"
"342",342,201608,7,44965.44,2674.56,2036934,2956.8,2206.08,99.64,"일","N",NA,"summer"
"343",343,201608,8,92213.28,6723.84,9974158,19583.52,2035.2,97.24,"월","N",NA,"summer"
"344",344,201608,9,90576,6723.84,9823515,18619.2,1961.28,97.37,"화","N",NA,"summer"
"345",345,201608,10,89535.36,6524.16,9688448,18569.76,2105.76,97.39,"수","N",NA,"summer"
"346",346,201608,11,93925.44,6900.48,10182764,19801.44,1959.84,97.34,"목","N",NA,"summer"
"347",347,201608,12,91470.24,6650.88,9861218,19117.92,2047.2,97.33,"금","N",NA,"summer"
"348",348,201608,13,65936.64,4771.2,5189903,10896,2072.16,98.22,"토","N",NA,"summer"
"349",349,201608,14,45769.92,2904.96,2073377,3377.28,2308.8,99.55,"일","N",NA,"summer"
"350",350,201608,15,46770.72,2678.4,2118714,3275.04,2193.12,99.61,"월","N",NA,"summer"
"351",351,201608,16,91701.12,6487.68,9866339,19502.4,2049.12,97.29,"화","N",NA,"summer"
"352",352,201608,17,89452.8,6526.08,9650737,18165.12,1797.12,97.48,"수","N",NA,"summer"
"353",353,201608,18,90237.6,6595.2,9727790,18906.24,2119.68,97.35,"목","N",NA,"summer"
"354",354,201608,19,88871.04,6483.84,9597185,18058.08,2047.68,97.48,"금","N",NA,"summer"
"355",355,201608,20,69282.24,5122.56,5498388,12222.24,1963.68,97.98,"토","N",NA,"summer"
"356",356,201608,21,47760.48,2952.96,2163550,2840.64,1985.76,99.69,"일","N",NA,"summer"
"357",357,201608,22,89088,6416.64,9488330,18831.36,1951.2,97.32,"월","N",NA,"summer"
"358",358,201608,23,89451.36,6439.68,9621839,18166.08,1971.36,97.48,"화","N",NA,"summer"
"359",359,201608,24,88158.24,6130.56,9434791,18071.52,1927.68,97.45,"수","N",NA,"summer"
"360",360,201608,25,88471.68,6433.92,9539134,17431.2,2152.32,97.64,"목","N",NA,"summer"
"361",361,201608,26,73234.56,5247.36,7798477,12469.44,2235.84,98.14,"금","N",NA,"summer"
"362",362,201608,27,57382.08,3974.4,4534697,7874.4,2577.12,98.7,"토","N",NA,"summer"
"363",363,201608,28,38950.56,2352,1764460,1343.04,3014.4,99.87,"일","N",NA,"summer"
"364",364,201608,29,70518.72,5093.76,7599073,11266.08,2467.68,98.29,"월","N",NA,"summer"
"365",365,201608,30,70132.8,5099.52,7586132,11241.12,2438.4,98.24,"화","N",NA,"summer"
"366",366,201608,31,56975.52,3732.48,5904948,5124,2690.4,99.41,"수","N",NA,"summer"
"367",367,201609,1,77940.48,5886.72,5101388,12339.36,2537.28,98.3,"목","N",NA,"fall"
"368",368,201609,2,76538.88,5560.32,4984848,12338.4,2203.2,98.22,"금","N",NA,"fall"
"369",369,201609,3,59842.56,4306.56,3374620,8208.48,2426.4,98.58,"토","N",NA,"fall"
"370",370,201609,4,42314.4,2423.04,1916842,1192.8,2568,99.92,"일","N",NA,"fall"
"371",371,201609,5,90052.32,6376.32,5875010,17303.52,2322.24,97.74,"월","N",NA,"fall"
"372",372,201609,6,89818.08,6380.16,5844266,17034.24,2162.88,97.75,"화","N",NA,"fall"
"373",373,201609,7,86091.36,6109.44,5612608,15662.88,2206.56,97.93,"수","N",NA,"fall"
"374",374,201609,8,84691.68,5882.88,5507809,15032.16,2191.2,98.02,"목","N",NA,"fall"
"375",375,201609,9,82657.92,5859.84,5388582,14553.6,2289.12,98.04,"금","N",NA,"fall"
"376",376,201609,10,61360.32,4442.88,3450460,8726.4,2185.92,98.6,"토","N",NA,"fall"
"377",377,201609,11,42871.68,2499.84,1942087,1452,2492.16,99.89,"일","N",NA,"fall"
"378",378,201609,12,84913.44,5978.88,5512097,14689.92,2079.36,98.12,"월","N",NA,"fall"
"379",379,201609,13,81958.56,6001.92,5355574,13858.08,2516.16,98.16,"화","N",NA,"fall"
"380",380,201609,14,37120.8,1985.28,1681572,155.04,3159.84,100,"수","N",NA,"fall"
"381",381,201609,15,35201.76,1881.6,1594640,5.76,3651.84,100,"목","N",NA,"fall"
"382",382,201609,16,36457.92,1979.52,1651544,9.12,3763.68,100,"금","N",NA,"fall"
"383",383,201609,17,39460.32,2259.84,2186658,150.72,3283.68,100,"토","N",NA,"fall"
"384",384,201609,18,36756.96,2065.92,1665090,15.36,3665.28,100,"일","N",NA,"fall"
"385",385,201609,19,81946.08,5988.48,5370708,13335.84,2747.04,98.25,"월","N",NA,"fall"
"386",386,201609,20,77724.96,5639.04,5076422,11396.64,2711.52,98.51,"화","N",NA,"fall"
"387",387,201609,21,75716.16,5495.04,4939393,10615.2,2722.08,98.65,"수","N",NA,"fall"
"388",388,201609,22,77724.96,5621.76,5078669,11391.84,2746.56,98.52,"목","N",NA,"fall"
"389",389,201609,23,67901.28,4899.84,4415537,8920.32,2724.96,98.76,"금","N",NA,"fall"
"390",390,201609,24,49086.72,3329.28,2743335,3619.2,2803.68,99.56,"토","N",NA,"fall"
"391",391,201609,25,39904.8,2367.36,1807687,260.64,3248.16,100,"일","N",NA,"fall"
"392",392,201609,26,79284.48,5692.8,5168032,12342.24,2480.64,98.4,"월","N",NA,"fall"
"393",393,201609,27,73740.96,5182.08,4776773,9433.44,2637.12,98.9,"화","N",NA,"fall"
"394",394,201609,28,73567.2,5095.68,4770535,9730.56,2392.32,98.77,"수","N",NA,"fall"
"395",395,201609,29,71548.32,5189.76,4630258,8370.72,2374.08,99.02,"목","N",NA,"fall"
"396",396,201609,30,68505.6,4990.08,4434091,8388,2626.08,98.92,"금","N",NA,"fall"
"397",397,201610,1,47905.92,3264,2676352,3231.36,2768.16,99.63,"토","N",NA,"fall"
"398",398,201610,2,34320,1824,1554696,0,4755.36,100,"일","N",NA,"fall"
"399",399,201610,3,40842.24,2342.4,1850153,358.08,3114.72,99.99,"월","N",NA,"fall"
"400",400,201610,4,74421.6,5448.96,4858367,10227.36,2551.2,98.64,"화","N",NA,"fall"
"401",401,201610,5,70277.76,5339.52,4559075,8308.8,2533.92,98.97,"수","N",NA,"fall"
"402",402,201610,6,66266.88,4857.6,4283372,6969.6,2611.2,99.18,"목","N",NA,"fall"
"403",403,201610,7,63983.04,4840.32,4137237,6475.2,2768.16,99.24,"금","N",NA,"fall"
"404",404,201610,8,46702.56,3273.6,2605134,2292.48,3079.2,99.79,"토","N",NA,"fall"
"405",405,201610,9,32571.84,1735.68,1475504,0.96,6355.2,100,"일","N",NA,"fall"
"406",406,201610,10,56092.8,3569.28,3575948,2254.08,3242.88,99.87,"월","N",NA,"fall"
"407",407,201610,11,57180,3697.92,3645162,2506.56,3141.6,99.85,"화","N",NA,"fall"
"408",408,201610,12,57692.16,3765.12,3681881,2953.44,3035.04,99.79,"수","N",NA,"fall"
"409",409,201610,13,58189.92,3786.24,3709502,2810.88,3146.88,99.82,"목","N",NA,"fall"
"410",410,201610,14,56549.76,3617.28,3595486,2819.04,3075.36,99.8,"금","N",NA,"fall"
"411",411,201610,15,44055.36,2762.88,2445064,1208.64,3134.88,99.93,"토","N",NA,"fall"
"412",412,201610,16,36233.28,2065.92,1641368,0,5372.16,100,"일","N",NA,"fall"
"413",413,201610,17,57720,3626.88,3664230,2742.72,2977.92,99.83,"월","N",NA,"fall"
"414",414,201610,18,55716.96,3427.2,3521956,1957.44,3208.32,99.9,"화","N",NA,"fall"
"415",415,201610,19,57040.32,3630.72,3620877,2337.12,3162.24,99.87,"수","N",NA,"fall"
"416",416,201610,20,58757.28,4022.4,3741028,3433.44,2967.84,99.72,"목","N",NA,"fall"
"417",417,201610,21,54794.88,3356.16,3459865,2122.08,3018.72,99.88,"금","N",NA,"fall"
"418",418,201610,22,45472.8,2722.56,2521370,1077.12,3143.52,99.95,"토","N",NA,"fall"
"419",419,201610,23,36249.12,1962.24,1642085,0,5529.6,100,"일","N",NA,"fall"
"420",420,201610,24,53544,3240.96,3370059,1089.12,3306.24,99.97,"월","N",NA,"fall"
"421",421,201610,25,53833.92,3308.16,3389304,1288.32,3339.36,99.95,"화","N",NA,"fall"
"422",422,201610,26,53448.96,3265.92,3365254,1077.12,3527.04,99.97,"수","N",NA,"fall"
"423",423,201610,27,53320.8,3356.16,3376741,1108.32,3846.72,99.97,"목","N",NA,"fall"
"424",424,201610,28,51713.76,3231.36,3270209,1232.64,3625.44,99.96,"금","N",NA,"fall"
"425",425,201610,29,41102.4,2499.84,2284912,233.28,4083.36,100,"토","N",NA,"fall"
"426",426,201610,30,34846.08,1864.32,1578527,0,6349.92,100,"일","N",NA,"fall"
"427",427,201610,31,55853.76,3655.68,3564271,9.6,5089.92,100,"월","N",NA,"fall"
"428",428,201611,1,60036.48,4241.28,5453152,843.36,4632.96,99.99,"화","N",NA,"fall"
"429",429,201611,2,60242.88,4037.76,5461084,1065.6,4731.84,99.98,"수","N",NA,"fall"
"430",430,201611,3,57403.2,3621.12,5211675,199.68,4952.64,100,"목","N",NA,"fall"
"431",431,201611,4,53617.44,3383.04,4812041,94.56,4854.72,100,"금","N",NA,"fall"
"432",432,201611,5,41632.32,2695.68,3193400,82.08,5328.96,100,"토","N",NA,"fall"
"433",433,201611,6,32707.68,1758.72,1612489,0,6920.16,100,"일","N",NA,"fall"
"434",434,201611,7,54384.48,3513.6,4919007,218.88,4728,100,"월","N",NA,"fall"
"435",435,201611,8,65982.24,4364.16,6023084,4496.64,3380.64,99.72,"화","N",NA,"fall"
"436",436,201611,9,64094.4,4821.12,5677731,4477.44,2993.76,99.69,"수","N",NA,"fall"
"437",437,201611,10,66912.48,4677.12,6073265,4084.32,3911.52,99.8,"목","N",NA,"fall"
"438",438,201611,11,60647.04,4337.28,5409437,2319.36,3896.16,99.94,"금","N",NA,"fall"
"439",439,201611,12,44579.52,3025.92,3425251,1182.24,4431.36,99.97,"토","N",NA,"fall"
"440",440,201611,13,34518.72,1850.88,1701773,1.92,6316.8,100,"일","N",NA,"fall"
"441",441,201611,14,58443.36,3765.12,5289973,1710.24,3772.8,99.96,"월","N",NA,"fall"
"442",442,201611,15,64437.6,4427.52,5839467,3580.8,3722.88,99.83,"화","N",NA,"fall"
"443",443,201611,16,65674.08,4538.88,5949319,3791.04,4014.72,99.82,"수","N",NA,"fall"
"444",444,201611,17,61446.24,4160.64,5519724,2871.84,3960.48,99.89,"목","N",NA,"fall"
"445",445,201611,18,59284.8,4093.44,5326253,2853.6,3970.56,99.88,"금","N",NA,"fall"
"446",446,201611,19,48274.08,3434.88,3714512,1788,4044.48,99.94,"토","N",NA,"fall"
"447",447,201611,20,35052.48,1898.88,1728087,0.48,6234.24,100,"일","N",NA,"fall"
"448",448,201611,21,62381.76,4402.56,5648456,3109.44,3963.84,99.86,"월","N",NA,"fall"
"449",449,201611,22,72521.76,4715.52,6639479,5613.6,3230.88,99.64,"화","N",NA,"fall"
"450",450,201611,23,78557.76,4963.2,7041047,6782.4,2400,99.5,"수","N",NA,"fall"
"451",451,201611,24,77733.6,5028.48,6943953,7075.68,2400.48,99.44,"목","N",NA,"fall"
"452",452,201611,25,64428.96,4158.72,5631459,5381.76,3576,99.5,"금","N",NA,"fall"
"453",453,201611,26,61390.56,4272,4688666,4476.96,3870.72,99.74,"토","N",NA,"fall"
"454",454,201611,27,41448,2451.84,2043386,0,5762.88,100,"일","N",NA,"fall"
"455",455,201611,28,78720,5205.12,7159526,7729.92,3276,99.4,"월","N",NA,"fall"
"456",456,201611,29,78073.44,5097.6,7101870,7169.76,3369.12,99.45,"화","N",NA,"fall"
"457",457,201611,30,72541.44,4796.16,6574472,6013.44,3626.4,99.57,"수","N",NA,"fall"
"458",458,201612,1,72817.92,4763.52,6671041,6541.44,3515.04,99.45,"목","N",NA,"winter"
"459",459,201612,2,72475.2,4725.12,6554732,6890.88,3454.08,99.42,"금","N",NA,"winter"
"460",460,201612,3,57184.32,3840,4419111,3392.16,3892.8,99.77,"토","N",NA,"winter"
"461",461,201612,4,42182.88,2284.8,2079616,0,5997.6,100,"일","N",NA,"winter"
"462",462,201612,5,75710.4,4778.88,6907151,6167.04,3253.44,99.57,"월","N",NA,"winter"
"463",463,201612,6,79309.44,5191.68,7185256,7513.44,2991.84,99.39,"화","N",NA,"winter"
"464",464,201612,7,80539.2,5341.44,7324784,7538.88,3277.44,99.4,"수","N",NA,"winter"
"465",465,201612,8,77852.16,5047.68,7067604,7660.8,3256.8,99.38,"목","N",NA,"winter"
"466",466,201612,9,75492.96,4863.36,6861419,6838.56,3132.48,99.45,"금","N",NA,"winter"
"467",467,201612,10,61836.96,3809.28,4754853,4517.76,2747.52,99.63,"토","N",NA,"winter"
"468",468,201612,11,46337.28,2338.56,2284428,0.96,4647.36,100,"일","N",NA,"winter"
"469",469,201612,12,82221.6,5362.56,7452185,8253.12,2872.32,99.35,"월","N",NA,"winter"
"470",470,201612,13,78331.2,5091.84,7108501,7274.88,3385.44,99.42,"화","N",NA,"winter"
"471",471,201612,14,86594.4,5735.04,7883890,8640,2736.48,99.34,"수","N",NA,"winter"
"472",472,201612,15,90409.44,5345.28,7916205,8806.08,1560.96,99.31,"목","N",NA,"winter"
"473",473,201612,16,86334.24,5207.04,7600255,9147.36,1663.68,99.27,"금","N",NA,"winter"
"474",474,201612,17,61044,3984,4714218,4504.32,3522.72,99.61,"토","N",NA,"winter"
"475",475,201612,18,43980.48,2277.12,2168238,1.44,5250.24,100,"일","N",NA,"winter"
"476",476,201612,19,76335.84,4999.68,6852035,7013.28,3006.24,99.44,"월","N",NA,"winter"
"477",477,201612,20,68349.12,4398.72,6129596,4699.2,3441.12,99.72,"화","N",NA,"winter"
"478",478,201612,21,68102.88,4464,6109906,4779.36,3372.48,99.7,"수","N",NA,"winter"
"479",479,201612,22,69293.76,4583.04,6283527,5911.2,3311.04,99.52,"목","N",NA,"winter"
"480",480,201612,23,79791.84,5041.92,7124923,7319.04,2727.36,99.41,"금","N",NA,"winter"
"481",481,201612,24,60906.24,3820.8,4599290,3737.76,2687.52,99.72,"토","N",NA,"winter"
"482",482,201612,25,44678.88,2263.68,2202669,1.44,5482.56,100,"일","N",NA,"winter"
"483",483,201612,26,77457.6,5160.96,6956110,7517.28,3522.72,99.41,"월","N",NA,"winter"
"484",484,201612,27,76971.36,4957.44,6878877,7282.56,2905.44,99.35,"화","N",NA,"winter"
"485",485,201612,28,76108.32,4959.36,6635779,6931.2,1981.92,99.5,"수","N",NA,"winter"
"486",486,201612,29,83893.44,5352.96,7542347,8403.84,1971.36,99.33,"목","N",NA,"winter"
"487",487,201612,30,83023.68,5130.24,7202014,7899.36,1932,99.4,"금","N",NA,"winter"
"488",488,201612,31,57267.84,3436.8,4332818,3028.8,3272.64,99.82,"토","N",NA,"winter"
"489",489,201701,1,44143.68,2194.56,2176283,0,5405.76,100,"일","Y","신정","winter"
"490",490,201701,2,74851.68,5091.84,6683296,6682.56,3226.56,99.47,"월","N",NA,"winter"
"491",491,201701,3,74772,4945.92,6686468,6741.12,3473.28,99.47,"화","N",NA,"winter"
"492",492,201701,4,69309.12,4592.64,6193805,6245.76,3421.44,99.47,"수","N",NA,"winter"
"493",493,201701,5,69870.24,4723.2,6329962,6648.96,3520.8,99.42,"목","N",NA,"winter"
"494",494,201701,6,65258.4,4373.76,5852715,5292,3577.44,99.57,"금","N",NA,"winter"
"495",495,201701,7,49292.64,3313.92,3784164,2842.08,3615.36,99.81,"토","N",NA,"winter"
"496",496,201701,8,36664.32,2004.48,1807551,0,6119.52,100,"일","N",NA,"winter"
"497",497,201701,9,69102.24,4602.24,6242302,6344.16,3234.72,99.47,"월","N",NA,"winter"
"498",498,201701,10,76212,4882.56,6786538,7183.68,2056.8,99.42,"화","N",NA,"winter"
"499",499,201701,11,76517.76,4942.08,6744465,7725.6,2331.36,99.37,"수","N",NA,"winter"
"500",500,201701,12,74842.56,4763.52,6672316,6975.84,2388.96,99.42,"목","N",NA,"winter"
"501",501,201701,13,83724.96,5280,7435379,8780.16,1602.24,99.33,"금","N",NA,"winter"
"502",502,201701,14,77167.2,4379.52,5857545,7307.04,1268.64,99.39,"토","N",NA,"winter"
"503",503,201701,15,64428.96,3431.04,3176348,3003.36,1737.12,99.89,"일","N",NA,"winter"
"504",504,201701,16,86172.96,5422.08,7528293,8524.32,1656.48,99.36,"월","N",NA,"winter"
"505",505,201701,17,79580.64,5318.4,7094740,8015.04,2748,99.38,"화","N",NA,"winter"
"506",506,201701,18,75578.88,5063.04,6766830,7303.2,3016.32,99.4,"수","N",NA,"winter"
"507",507,201701,19,76665.12,4888.32,6871976,7314.72,2873.76,99.43,"목","N",NA,"winter"
"508",508,201701,20,80988.96,5230.08,7242965,7567.68,2604,99.41,"금","N",NA,"winter"
"509",509,201701,21,72226.08,4268.16,5452695,5870.4,1609.92,99.56,"토","N",NA,"winter"
"510",510,201701,22,63894.24,3404.16,3149986,3110.4,1484.64,99.87,"일","N",NA,"winter"
"511",511,201701,23,93806.4,5719.68,8222148,9906.72,1282.08,99.29,"월","N",NA,"winter"
"512",512,201701,24,90009.6,5458.56,7850710,8874.24,1364.64,99.37,"화","N",NA,"winter"
"513",513,201701,25,85507.2,5222.4,7460372,8196,1856.16,99.41,"수","N",NA,"winter"
"514",514,201701,26,78620.64,5028.48,6825553,7280.64,2180.16,99.45,"목","N",NA,"winter"
"515",515,201701,27,48180.48,2755.2,2375298,855.36,3758.88,99.99,"금","Y","설날","winter"
"516",516,201701,28,46333.92,2338.56,2284262,45.12,4299.84,100,"토","Y","설날","winter"
"517",517,201701,29,42145.92,2040.96,2077794,0,5977.44,100,"일","Y","설날","winter"
"518",518,201701,30,57281.76,3075.84,2823991,2083.68,2342.4,99.94,"월","Y","대체공휴일","winter"
"519",519,201701,31,87846.72,5543.04,7739610,9040.8,1691.52,99.3,"화","N",NA,"winter"
"520",520,201702,1,82202.88,5034.24,7250828,8113.44,2164.8,99.35,"수","N",NA,"winter"
"521",521,201702,2,81974.4,5024.64,7199202,8145.12,1967.52,99.38,"목","N",NA,"winter"
"522",522,201702,3,73311.36,4970.88,6504309,6918.72,3225.12,99.45,"금","N",NA,"winter"
"523",523,201702,4,60548.16,3922.56,4706161,4004.64,3594.72,99.72,"토","N",NA,"winter"
"524",524,201702,5,47767.2,2532.48,2354923,0,5351.52,100,"일","N",NA,"winter"
"525",525,201702,6,82039.2,5187.84,7217904,7752.48,2451.84,99.4,"월","N",NA,"winter"
"526",526,201702,7,78758.88,4924.8,6965393,7613.28,2300.64,99.4,"화","N",NA,"winter"
"527",527,201702,8,76457.28,4953.6,6834524,7537.92,2648.16,99.4,"수","N",NA,"winter"
"528",528,201702,9,80352,4965.12,7112117,8061.6,1816.8,99.35,"목","N",NA,"winter"
"529",529,201702,10,81883.68,5038.08,7185549,8335.68,1510.56,99.36,"금","N",NA,"winter"
"530",530,201702,11,64044,3818.88,4832765,4895.04,1632,99.62,"토","N",NA,"winter"
"531",531,201702,12,44988.96,2570.88,2217956,318.72,4008.48,100,"일","N",NA,"winter"
"532",532,201702,13,76675.68,4995.84,6830446,7775.52,2584.8,99.34,"월","N",NA,"winter"
"533",533,201702,14,72542.88,4705.92,6494942,7082.4,3096.96,99.41,"화","N",NA,"winter"
"534",534,201702,15,71871.36,4684.8,6440407,6721.44,3217.44,99.47,"수","N",NA,"winter"
"535",535,201702,16,67987.2,4519.68,6095620,6050.88,3621.6,99.53,"목","N",NA,"winter"
"536",536,201702,17,69206.88,4552.32,6233745,6011.52,3091.68,99.53,"금","N",NA,"winter"
"537",537,201702,18,60671.04,4024.32,4619946,4290.24,2694.24,99.68,"토","N",NA,"winter"
"538",538,201702,19,40521.6,2248.32,1997715,0,5946.72,100,"일","N",NA,"winter"
"539",539,201702,20,75864.96,4942.08,6851995,7464,2864.64,99.4,"월","N",NA,"winter"
"540",540,201702,21,74184.48,4813.44,6551633,6857.28,2478.72,99.45,"화","N",NA,"winter"
"541",541,201702,22,74675.52,4903.68,6771651,7216.8,3435.36,99.43,"수","N",NA,"winter"
"542",542,201702,23,74426.88,4721.28,6653343,6793.92,3183.84,99.45,"목","N",NA,"winter"
"543",543,201702,24,71793.12,4531.2,6369786,6367.68,2759.52,99.51,"금","N",NA,"winter"
"544",544,201702,25,57312,4118.4,4454082,4361.76,3604.8,99.63,"토","N",NA,"winter"
"545",545,201702,26,37395.84,2014.08,1843615,0.48,6581.28,100,"일","N",NA,"winter"
"546",546,201702,27,67156.8,4483.2,6014856,5632.8,3430.08,99.58,"월","N",NA,"winter"
"547",547,201702,28,64798.08,4293.12,5802184,5329.92,3576.48,99.61,"화","N",NA,"winter"
"548",548,201703,1,39473.28,2140.8,1788140,0.48,6304.32,100,"수","Y","삼일절","spring"
