"","No.","일자","일","사용량..kWh.","최대수요..kW.","사용량요금..원.","무효전력..kVarh....지상","무효전력..kVarh....진상","역률......지상","dayOfTheWeek","isHoliday","dateName","season"
"549",549,201703,2,72826.08,5030.4,4662747,5661.6,3364.32,99.64,"목","N",NA,"spring"
"550",550,201703,3,69206.4,4623.36,4400658,5296.8,3320.64,99.65,"금","N",NA,"spring"
"551",551,201703,4,52249.92,3442.56,2902042,2583.36,3615.36,99.87,"토","N",NA,"spring"
"552",552,201703,5,36202.56,1914.24,1639976,0,6714.24,100,"일","N",NA,"spring"
"553",553,201703,6,76381.92,5101.44,4887989,6408.96,3205.92,99.58,"월","N",NA,"spring"
"554",554,201703,7,80208.48,5193.6,5117546,7190.4,2806.08,99.51,"화","N",NA,"spring"
"555",555,201703,8,78348.96,5112.96,5013386,6736.8,3413.76,99.55,"수","N",NA,"spring"
"556",556,201703,9,73050.72,4838.4,4659203,5560.32,3368.16,99.65,"목","N",NA,"spring"
"557",557,201703,10,67772.16,4435.2,4297994,4758.24,3409.44,99.72,"금","N",NA,"spring"
"558",558,201703,11,48868.32,3248.64,2702863,1757.76,3976.8,99.93,"토","N",NA,"spring"
"559",559,201703,12,36105.12,1931.52,1635562,0,6722.88,100,"일","N",NA,"spring"
"560",560,201703,13,69267.36,4652.16,4415614,4578.72,3460.8,99.75,"월","N",NA,"spring"
"561",561,201703,14,68047.2,4456.32,4335254,4539.84,3685.44,99.75,"화","N",NA,"spring"
"562",562,201703,15,66988.8,4650.24,4271377,3744,3448.32,99.83,"수","N",NA,"spring"
"563",563,201703,16,64664.16,4314.24,4101761,3205.92,3784.8,99.88,"목","N",NA,"spring"
"564",564,201703,17,60934.56,4248.96,3861107,2738.88,3729.6,99.9,"금","N",NA,"spring"
"565",565,201703,18,44942.88,3072,2490197,1129.44,4247.52,99.97,"토","N",NA,"spring"
"566",566,201703,19,33436.32,1718.4,1514665,0,7523.04,100,"일","N",NA,"spring"
"567",567,201703,20,62748.48,4296.96,3991550,2713.92,3656.16,99.91,"월","N",NA,"spring"
"568",568,201703,21,61181.28,4087.68,3891748,2038.56,3850.56,99.95,"화","N",NA,"spring"
"569",569,201703,22,62491.68,4199.04,3970471,2748.96,4010.4,99.91,"수","N",NA,"spring"
"570",570,201703,23,60485.28,3987.84,3826239,1958.4,3864.48,99.95,"목","N",NA,"spring"
"571",571,201703,24,57864.48,3866.88,3650069,2015.52,3926.88,99.95,"금","N",NA,"spring"
"572",572,201703,25,44618.4,3169.92,2470162,1280.64,4373.76,99.96,"토","N",NA,"spring"
"573",573,201703,26,33162.72,1768.32,1502271,0,7419.84,100,"일","N",NA,"spring"
"574",574,201703,27,66650.88,4458.24,4268898,3715.2,3786.72,99.83,"월","N",NA,"spring"
"575",575,201703,28,63466.08,4316.16,4034189,2957.76,4061.28,99.9,"화","N",NA,"spring"
"576",576,201703,29,61633.92,4158.72,3912224,2139.84,4053.12,99.95,"수","N",NA,"spring"
"577",577,201703,30,58603.2,4020.48,3697332,1643.04,4195.68,99.97,"목","N",NA,"spring"
"578",578,201703,31,55676.16,3632.64,3537423,1424.16,4080,99.97,"금","N",NA,"spring"
"579",579,201704,1,40934.88,2501.76,2267860,157.44,4809.6,100,"토","N",NA,"spring"
"580",580,201704,2,31476.96,1608.96,1425906,0,7714.08,100,"일","N",NA,"spring"
"581",581,201704,3,56033.28,3534.72,3558645,529.44,3922.08,100,"월","N",NA,"spring"
"582",582,201704,4,54857.28,3373.44,3464629,536.16,3854.88,99.99,"화","N",NA,"spring"
"583",583,201704,5,55075.2,3557.76,3510574,441.12,4185.6,100,"수","N",NA,"spring"
"584",584,201704,6,54908.64,3498.24,3500648,537.12,4238.88,99.99,"목","N",NA,"spring"
"585",585,201704,7,50453.76,3191.04,3178687,508.8,4518.24,99.99,"금","N",NA,"spring"
"586",586,201704,8,37608.48,2290.56,2083727,1.44,5200.8,100,"토","N",NA,"spring"
"587",587,201704,9,30948,1651.2,1401944,0,8036.16,100,"일","N",NA,"spring"
"588",588,201704,10,51604.32,3267.84,3277560,334.56,4531.68,100,"월","N",NA,"spring"
"589",589,201704,11,50726.88,3185.28,3221019,146.88,4547.04,100,"화","N",NA,"spring"
"590",590,201704,12,51671.04,3285.12,3287954,99.36,4600.8,100,"수","N",NA,"spring"
"591",591,201704,13,51903.36,3302.4,3299647,461.28,4370.4,99.99,"목","N",NA,"spring"
"592",592,201704,14,51129.12,3336.96,3237451,406.08,4311.84,99.99,"금","N",NA,"spring"
"593",593,201704,15,39169.92,2415.36,2171215,38.88,5084.16,100,"토","N",NA,"spring"
"594",594,201704,16,31641.12,1691.52,1433343,0,7561.44,100,"일","N",NA,"spring"
"595",595,201704,17,52303.2,3335.04,3319732,404.64,4157.76,100,"월","N",NA,"spring"
"596",596,201704,18,52851.36,3327.36,3347572,313.92,4156.8,100,"화","N",NA,"spring"
"597",597,201704,19,52687.68,3262.08,3335054,501.12,4434.72,99.99,"수","N",NA,"spring"
"598",598,201704,20,51682.56,3200.64,3258359,221.76,4343.52,100,"목","N",NA,"spring"
"599",599,201704,21,48415.2,2991.36,3052745,246.72,4446.72,100,"금","N",NA,"spring"
"600",600,201704,22,39940.8,2401.92,2217009,102.72,4518.24,100,"토","N",NA,"spring"
"601",601,201704,23,32831.52,1695.36,1487268,0,7132.8,100,"일","N",NA,"spring"
"602",602,201704,24,51086.4,3202.56,3214325,342.24,3930.72,100,"월","N",NA,"spring"
"603",603,201704,25,49869.12,3075.84,3139821,260.64,4220.16,100,"화","N",NA,"spring"
"604",604,201704,26,50029.92,3171.84,3154294,595.68,4040.64,99.99,"수","N",NA,"spring"
"605",605,201704,27,51608.16,3246.72,3278068,583.2,4141.44,99.99,"목","N",NA,"spring"
"606",606,201704,28,47456.16,2958.72,2999133,331.2,4104.48,100,"금","N",NA,"spring"
"607",607,201704,29,36626.4,2186.88,2029535,70.56,4287.36,100,"토","N",NA,"spring"
"608",608,201704,30,29535.36,1499.52,1337952,0,6766.08,100,"일","N",NA,"spring"
"609",609,201705,1,49494.72,3185.28,3146540,831.36,3758.4,99.98,"월","N",NA,"spring"
"610",610,201705,2,51682.56,3356.16,3289601,1297.44,3829.92,99.95,"화","N",NA,"spring"
"611",611,201705,3,32710.08,1770.24,1481767,13.92,5454.24,100,"수","Y","석가탄신일","spring"
"612",612,201705,4,50873.76,3528.96,3246330,1917.6,3496.32,99.89,"목","N",NA,"spring"
"613",613,201705,5,32141.28,1720.32,1456000,1.92,5236.8,100,"금","Y","어린이날","spring"
"614",614,201705,6,35247.36,2081.28,1950316,31.2,4432.32,100,"토","N",NA,"spring"
"615",615,201705,7,29160.48,1516.8,1320970,0,6831.36,100,"일","N",NA,"spring"
"616",616,201705,8,50760,3705.6,3243546,1111.68,4081.44,99.96,"월","N",NA,"spring"
"617",617,201705,9,31099.2,1643.52,1894119,0,7430.88,100,"화","Y","대통령선거일","spring"
"618",618,201705,10,52785.12,3517.44,3362298,982.56,3872.16,99.98,"수","N",NA,"spring"
"619",619,201705,11,56383.2,3993.6,3628358,2640,3737.28,99.83,"목","N",NA,"spring"
"620",620,201705,12,53743.2,3864.96,3428901,2237.76,3365.76,99.86,"금","N",NA,"spring"
"621",621,201705,13,39066.24,2294.4,2165938,161.76,3716.64,100,"토","N",NA,"spring"
"622",622,201705,14,31805.76,1666.56,1440801,0,6719.52,100,"일","N",NA,"spring"
"623",623,201705,15,54729.12,3607.68,3491526,2117.76,3714.72,99.89,"월","N",NA,"spring"
"624",624,201705,16,54750.72,3638.4,3500912,2232.96,3517.44,99.87,"화","N",NA,"spring"
"625",625,201705,17,59932.8,4546.56,3878756,4173.6,3445.92,99.62,"수","N",NA,"spring"
"626",626,201705,18,64522.56,5159.04,4207877,6001.44,3084.48,99.35,"목","N",NA,"spring"
"627",627,201705,19,66072,5151.36,4331080,7578.24,3082.08,99.03,"금","N",NA,"spring"
"628",628,201705,20,52499.52,4010.88,2951758,5526.24,3433.92,99.16,"토","N",NA,"spring"
"629",629,201705,21,37088.64,2357.76,1680115,27.36,4684.8,100,"일","N",NA,"spring"
"630",630,201705,22,73825.44,5535.36,4852543,10128,2900.16,98.71,"월","N",NA,"spring"
"631",631,201705,23,69072.48,5301.12,4506168,7647.84,2890.56,99.13,"화","N",NA,"spring"
"632",632,201705,24,72635.52,5328,4750834,9042.24,2936.64,98.89,"수","N",NA,"spring"
"633",633,201705,25,69462.72,5145.6,4541497,7976.16,3040.8,99.08,"목","N",NA,"spring"
"634",634,201705,26,62067.36,4344.96,4011462,6227.52,2894.88,99.26,"금","N",NA,"spring"
"635",635,201705,27,50842.56,3694.08,2863206,4545.12,3202.56,99.36,"토","N",NA,"spring"
"636",636,201705,28,35992.8,2273.28,1630474,21.6,4332.96,100,"일","N",NA,"spring"
"637",637,201705,29,74833.44,5640.96,4899972,10617.12,2715.84,98.64,"월","N",NA,"spring"
"638",638,201705,30,75507.84,5456.64,4931019,10469.28,2766.24,98.7,"화","N",NA,"spring"
"639",639,201705,31,75532.8,5591.04,4943538,10723.68,2814.72,98.64,"수","N",NA,"spring"
"640",640,201706,1,77054.4,5596.8,8346474,11477.76,2640,98.48,"목","N",NA,"summer"
"641",641,201706,2,70550.88,5122.56,7593823,9880.8,2722.56,98.67,"금","N",NA,"summer"
"642",642,201706,3,53907.36,3937.92,4280976,6419.04,3026.88,98.95,"토","N",NA,"summer"
"643",643,201706,4,37267.68,2112,1688226,3.84,3996.48,100,"일","N",NA,"summer"
"644",644,201706,5,78546.72,5631.36,8483401,12451.2,2741.28,98.35,"월","N",NA,"summer"
"645",645,201706,6,38490.24,2194.56,1743608,13.44,3876.48,100,"화","Y","현충일","summer"
"646",646,201706,7,69325.92,4938.24,7337830,7689.12,2539.2,99.15,"수","N",NA,"summer"
"647",647,201706,8,73942.08,5397.12,7960195,10276.8,2640,98.67,"목","N",NA,"summer"
"648",648,201706,9,73673.76,5147.52,7873357,10772.16,2318.4,98.52,"금","N",NA,"summer"
"649",649,201706,10,56072.64,3818.88,4428154,6081.12,2335.68,99.13,"토","N",NA,"summer"
"650",650,201706,11,40118.4,2292.48,1817364,116.64,3105.6,100,"일","N",NA,"summer"
"651",651,201706,12,76380.96,5473.92,8198480,11420.64,2400.96,98.51,"월","N",NA,"summer"
"652",652,201706,13,78323.04,5552.64,8415657,11829.6,2163.84,98.45,"화","N",NA,"summer"
"653",653,201706,14,79511.52,5702.4,8548837,12159.84,2244.96,98.41,"수","N",NA,"summer"
"654",654,201706,15,82312.8,5758.08,8806274,13681.92,1932.96,98.18,"목","N",NA,"summer"
"655",655,201706,16,80264.16,5562.24,8542386,13571.52,1933.92,98.09,"금","N",NA,"summer"
"656",656,201706,17,60902.4,4318.08,4814814,8489.28,2103.36,98.57,"토","N",NA,"summer"
"657",657,201706,18,43322.88,2503.68,1962526,766.56,2520,99.97,"일","N",NA,"summer"
"658",658,201706,19,83158.08,5710.08,8826329,13053.6,1943.52,98.4,"월","N",NA,"summer"
"659",659,201706,20,81617.28,5671.68,8671278,12791.04,1953.12,98.4,"화","N",NA,"summer"
"660",660,201706,21,82657.92,5756.16,8780186,13909.92,1866.24,98.18,"수","N",NA,"summer"
"661",661,201706,22,76330.56,5427.84,8153513,12068.64,2068.8,98.39,"목","N",NA,"summer"
"662",662,201706,23,76387.68,5495.04,8165071,13079.52,1932.96,98.12,"금","N",NA,"summer"
"663",663,201706,24,60155.04,4254.72,4729164,8674.08,2130.24,98.63,"토","N",NA,"summer"
"664",664,201706,25,47643.36,3106.56,2158244,3441.6,2461.92,99.63,"일","N",NA,"summer"
"665",665,201706,26,74627.52,5475.84,7983260,11804.16,2189.76,98.37,"월","N",NA,"summer"
"666",666,201706,27,77021.28,5675.52,8270610,12761.76,2269.44,98.23,"화","N",NA,"summer"
"667",667,201706,28,77876.64,5639.04,8366569,13842.24,2131.2,98.02,"수","N",NA,"summer"
"668",668,201706,29,76993.92,5518.08,8249828,13624.8,2020.8,98.05,"목","N",NA,"summer"
"669",669,201706,30,75611.04,5416.32,8077561,13143.84,2469.12,98.14,"금","N",NA,"summer"
"670",670,201707,1,59044.8,4176,4653724,8281.92,2423.04,98.68,"토","N",NA,"summer"
"671",671,201707,2,27961.44,1776,1266653,204,3046.56,99.99,"일","N",NA,"summer"
"672",672,201707,3,78254.4,5725.44,8394957,13638.72,2428.32,98.12,"월","N",NA,"summer"
"673",673,201707,4,79551.84,5969.28,8602846,14202.24,2518.08,98.02,"화","N",NA,"summer"
"674",674,201707,5,80205.6,5819.52,8654188,14231.04,2334.24,98.03,"수","N",NA,"summer"
"675",675,201707,6,82033.92,5865.6,8842133,15510.24,2309.28,97.84,"목","N",NA,"summer"
"676",676,201707,7,79520.64,5587.2,8447414,14656.8,2047.68,97.9,"금","N",NA,"summer"
"677",677,201707,8,59432.64,4043.52,4682450,8584.8,2315.52,98.61,"토","N",NA,"summer"
"678",678,201707,9,41059.2,2382.72,1859982,887.04,2912.64,99.95,"일","N",NA,"summer"
"679",679,201707,10,78923.52,5606.4,8453652,14142.72,2460.48,98.06,"월","N",NA,"summer"
"680",680,201707,11,81275.52,5857.92,8724622,15000.96,2379.36,97.89,"화","N",NA,"summer"
"681",681,201707,12,81806.88,5806.08,8755003,15517.92,2448.48,97.81,"수","N",NA,"summer"
"682",682,201707,13,80741.28,5688.96,8637365,14553.6,2171.04,97.97,"목","N",NA,"summer"
"683",683,201707,14,80712.48,5946.24,8685334,15546.72,2368.8,97.73,"금","N",NA,"summer"
"684",684,201707,15,61707.84,4333.44,4859347,9342.72,2335.68,98.48,"토","N",NA,"summer"
"685",685,201707,16,42148.8,2530.56,1909341,890.4,2756.64,99.96,"일","N",NA,"summer"
"686",686,201707,17,82813.44,6140.16,8915006,15620.64,2125.92,97.84,"월","N","제헌절","summer"
"687",687,201707,18,80271.36,5719.68,8610969,14720.64,2485.44,97.93,"화","N",NA,"summer"
"688",688,201707,19,84571.68,6211.2,9111318,16191.84,2323.68,97.74,"수","N",NA,"summer"
"689",689,201707,20,84896.16,5969.28,9098724,16809.6,2174.88,97.65,"목","N",NA,"summer"
"690",690,201707,21,83805.6,5846.4,8899587,16614.72,2079.36,97.61,"금","N",NA,"summer"
"691",691,201707,22,67327.2,4621.44,5336917,12469.44,1965.12,97.84,"토","N",NA,"summer"
"692",692,201707,23,45541.92,2626.56,2063049,2235.84,2176.32,99.79,"일","N",NA,"summer"
"693",693,201707,24,81638.4,5823.36,8694772,15352.32,2122.08,97.89,"월","N",NA,"summer"
"694",694,201707,25,86796,6092.16,9277687,17139.36,1956.96,97.61,"화","N",NA,"summer"
"695",695,201707,26,81620.16,5679.36,8637467,15054.72,1642.56,97.91,"수","N",NA,"summer"
"696",696,201707,27,80573.76,5848.32,8588929,14733.6,2078.4,97.93,"목","N",NA,"summer"
"697",697,201707,28,77984.64,5631.36,8345781,14456.16,2182.08,97.88,"금","N",NA,"summer"
"698",698,201707,29,60381.12,4131.84,4732733,9747.84,2045.76,98.24,"토","N",NA,"summer"
"699",699,201707,30,41079.36,2321.28,1860895,806.88,2424,99.97,"일","N",NA,"summer"
"700",700,201707,31,80262.24,5725.44,8534696,15037.44,2067.84,97.86,"월","N",NA,"summer"
"701",701,201708,1,81101.28,5865.6,8721202,15200.16,2214.24,97.86,"화","N",NA,"summer"
"702",702,201708,2,84166.56,6053.76,9050236,17027.04,2073.6,97.5,"수","N",NA,"summer"
"703",703,201708,3,84986.4,6115.2,9113234,16925.28,2069.28,97.61,"목","N",NA,"summer"
"704",704,201708,4,83613.12,6088.32,8975828,16844.64,2097.6,97.53,"금","N",NA,"summer"
"705",705,201708,5,66881.28,4654.08,5297621,12528.48,1874.4,97.73,"토","N",NA,"summer"
"706",706,201708,6,46741.44,2693.76,2117387,2312.64,1493.76,99.79,"일","N",NA,"summer"
"707",707,201708,7,86716.8,6140.16,9289115,17736.48,1854.24,97.52,"월","N",NA,"summer"
"708",708,201708,8,84372.48,5984.64,8998912,16687.2,1973.28,97.62,"화","N",NA,"summer"
"709",709,201708,9,81254.4,5777.28,8664792,15561.6,1860,97.72,"수","N",NA,"summer"
"710",710,201708,10,81216.96,5815.68,8627236,15622.08,2014.08,97.73,"목","N",NA,"summer"
"711",711,201708,11,79327.68,5731.2,8508515,15185.76,2029.92,97.77,"금","N",NA,"summer"
"712",712,201708,12,61949.76,4373.76,4856831,11077.92,1974.72,97.91,"토","N",NA,"summer"
"713",713,201708,13,42019.68,2371.2,1903492,1396.8,2201.76,99.91,"일","N",NA,"summer"
"714",714,201708,14,76526.4,5510.4,8155493,14244.96,2028,97.86,"월","N",NA,"summer"
"715",715,201708,15,41340.48,2311.68,1872724,1327.2,2107.2,99.91,"화","Y","광복절","summer"
"716",716,201708,16,75474.72,5362.56,8033606,13650.24,2001.12,97.95,"수","N",NA,"summer"
"717",717,201708,17,75573.12,5352.96,8034776,14473.44,2138.4,97.68,"목","N",NA,"summer"
"718",718,201708,18,75557.28,5529.6,8077453,13928.16,2140.8,97.84,"금","N",NA,"summer"
"719",719,201708,19,61316.64,4387.2,4821886,9729.6,1981.44,98.38,"토","N",NA,"summer"
"720",720,201708,20,38888.16,2110.08,1761634,372,2407.2,99.99,"일","N",NA,"summer"
"721",721,201708,21,77629.92,5385.6,8240376,14263.68,2089.92,97.91,"월","N",NA,"summer"
"722",722,201708,22,82011.36,5708.16,8735939,16098.24,1953.12,97.66,"화","N",NA,"summer"
"723",723,201708,23,81533.76,5677.44,8678273,15828.48,2076.48,97.69,"수","N",NA,"summer"
"724",724,201708,24,83250.72,5779.2,8818635,16430.88,1836.96,97.59,"목","N",NA,"summer"
"725",725,201708,25,77503.68,5520,8233287,14456.16,1812,97.86,"금","N",NA,"summer"
"726",726,201708,26,56761.92,3987.84,4457040,7497.6,2253.6,98.82,"토","N",NA,"summer"
"727",727,201708,27,41829.6,2488.32,1894881,1240.32,2584.32,99.92,"일","N",NA,"summer"
"728",728,201708,28,73300.32,5224.32,7785498,12370.56,2142.24,98.21,"월","N",NA,"summer"
"729",729,201708,29,66685.92,4784.64,7113420,10354.08,2407.68,98.33,"화","N",NA,"summer"
"730",730,201708,30,61009.44,4152.96,6390978,7461.6,2367.36,98.94,"수","N",NA,"summer"
"731",731,201708,31,65718.72,4913.28,7022725,10089.6,2421.6,98.36,"목","N",NA,"summer"
"732",732,201709,1,71054.4,5145.6,4625695,11222.88,2259.36,98.27,"금","N",NA,"fall"
"733",733,201709,2,55901.76,4005.12,3146674,7657.44,2260.8,98.61,"토","N",NA,"fall"
"734",734,201709,3,41742.72,2400,1890945,1703.52,2268.48,99.85,"일","N",NA,"fall"
"735",735,201709,4,79826.88,5667.84,5199931,13621.44,2057.28,98.14,"월","N",NA,"fall"
"736",736,201709,5,74167.2,5212.8,4821249,10848,2236.32,98.54,"화","N",NA,"fall"
"737",737,201709,6,73677.12,5180.16,4777899,10402.56,2162.4,98.64,"수","N",NA,"fall"
"738",738,201709,7,75168.48,5318.4,4886126,11363.04,2346.72,98.44,"목","N",NA,"fall"
"739",739,201709,8,77194.08,5462.4,5015482,12531.36,2167.2,98.23,"금","N",NA,"fall"
"740",740,201709,9,60237.12,4442.88,3393890,8148.48,2274.24,98.64,"토","N",NA,"fall"
"741",741,201709,10,41395.2,2376.96,1875203,438.24,2357.76,99.99,"일","N",NA,"fall"
"742",742,201709,11,72370.56,4986.24,4669048,9742.08,2013.6,98.72,"월","N",NA,"fall"
"743",743,201709,12,77658.72,5733.12,5071674,12284.16,2189.28,98.29,"화","N",NA,"fall"
"744",744,201709,13,76401.12,5437.44,4981004,11426.4,2297.28,98.46,"수","N",NA,"fall"
"745",745,201709,14,76396.8,5604.48,4989254,11702.88,2322.72,98.37,"목","N",NA,"fall"
"746",746,201709,15,74783.52,5383.68,4863681,11571.84,2189.28,98.37,"금","N",NA,"fall"
"747",747,201709,16,55241.28,4160.64,3112400,6752.16,2510.4,98.87,"토","N",NA,"fall"
"748",748,201709,17,39294.72,2304,1780051,266.88,3135.84,100,"일","N",NA,"fall"
"749",749,201709,18,75799.2,5596.8,4945089,11358.72,2289.12,98.49,"월","N",NA,"fall"
"750",750,201709,19,78290.4,5470.08,5090653,12318.24,2257.92,98.33,"화","N",NA,"fall"
"751",751,201709,20,74222.4,5395.2,4820345,10456.32,2414.88,98.63,"수","N",NA,"fall"
"752",752,201709,21,72895.68,5374.08,4731300,10338.72,2265.12,98.58,"목","N",NA,"fall"
"753",753,201709,22,65053.44,4775.04,4208499,9018.24,2311.2,98.6,"금","N",NA,"fall"
"754",754,201709,23,50416.8,3500.16,2822188,5673.6,2480.16,99.02,"토","N",NA,"fall"
"755",755,201709,24,39486.24,2240.64,1788727,464.64,2946.72,99.99,"일","N",NA,"fall"
"756",756,201709,25,77843.52,5625.6,5088324,12486.24,2203.68,98.26,"월","N",NA,"fall"
"757",757,201709,26,78864.96,5712,5147123,12916.32,2208.48,98.19,"화","N",NA,"fall"
"758",758,201709,27,78280.32,5602.56,5089900,12216.48,2109.12,98.33,"수","N",NA,"fall"
"759",759,201709,28,73020.48,5195.52,4748567,10427.04,2358.72,98.59,"목","N",NA,"fall"
"760",760,201709,29,58596,3949.44,3746514,5080.8,2599.2,99.45,"금","N",NA,"fall"
"761",761,201709,30,44046.24,2939.52,2457203,2702.88,2968.32,99.66,"토","N",NA,"fall"
"762",762,201710,1,31349.28,1593.6,1420122,0,5564.16,100,"일","N",NA,"fall"
"763",763,201710,2,34310.4,1879.68,2103939,0.96,4589.76,100,"월","Y","임시공휴일","fall"
"764",764,201710,3,31509.12,1614.72,1427363,0.48,5099.04,100,"화","Y","추석","fall"
"765",765,201710,4,28908.96,1426.56,1309576,0,6044.64,100,"수","Y","추석","fall"
"766",766,201710,5,30075.84,1568.64,1362436,0,5845.44,100,"목","Y","추석","fall"
"767",767,201710,6,31781.28,1733.76,1439692,0,5279.04,100,"금","Y","대체공휴일","fall"
"768",768,201710,7,34611.36,2163.84,1909057,6.24,4662.72,100,"토","N",NA,"fall"
"769",769,201710,8,32829.12,1837.44,1487159,0.96,5136,100,"일","N",NA,"fall"
"770",770,201710,9,37652.16,2221.44,1705643,772.32,3818.4,99.96,"월","Y","한글날","fall"
"771",771,201710,10,65126.88,4763.52,4215722,6804.48,2501.76,99.2,"화","N",NA,"fall"
"772",772,201710,11,56917.44,3648,3615932,2804.64,2895.36,99.82,"수","N",NA,"fall"
"773",773,201710,12,54711.36,3532.8,3479428,2216.64,3200.16,99.88,"목","N",NA,"fall"
"774",774,201710,13,51259.2,3287.04,3249577,1772.64,3252.48,99.91,"금","N",NA,"fall"
"775",775,201710,14,41485.92,2544,2305154,806.4,3405.12,99.97,"토","N",NA,"fall"
"776",776,201710,15,33797.28,1920,1531017,0.48,5792.16,100,"일","N",NA,"fall"
"777",777,201710,16,53667.84,3354.24,3403349,2199.36,3191.52,99.88,"월","N",NA,"fall"
"778",778,201710,17,55500.96,3536.64,3525048,2348.64,3037.44,99.86,"화","N",NA,"fall"
"779",779,201710,18,55813.44,3552,3548830,2463.84,3044.64,99.85,"수","N",NA,"fall"
"780",780,201710,19,55181.76,3488.64,3503182,2514.72,2831.52,99.84,"목","N",NA,"fall"
"781",781,201710,20,54073.44,3515.52,3434734,2825.76,3049.44,99.79,"금","N",NA,"fall"
"782",782,201710,21,44331.84,2791.68,2466166,1618.56,3235.68,99.89,"토","N",NA,"fall"
"783",783,201710,22,35279.52,1920,1598162,0.48,5214.72,100,"일","N",NA,"fall"
"784",784,201710,23,54594.72,3421.44,3461838,2238.72,2971.2,99.87,"월","N",NA,"fall"
"785",785,201710,24,52579.2,3214.08,3319264,1674.72,3206.4,99.92,"화","N",NA,"fall"
"786",786,201710,25,53208.96,3348.48,3363634,2117.28,3133.92,99.87,"수","N",NA,"fall"
"787",787,201710,26,51628.8,3183.36,3264404,1692.96,3174.72,99.92,"목","N",NA,"fall"
"788",788,201710,27,50304,3200.64,3189777,1773.12,2963.04,99.9,"금","N",NA,"fall"
"789",789,201710,28,40018.08,2542.08,2219604,974.4,3750.72,99.95,"토","N",NA,"fall"
"790",790,201710,29,33509.28,1889.28,1517970,0,5297.76,100,"일","N",NA,"fall"
"791",791,201710,30,52870.56,3607.68,3364532,456,3926.4,99.99,"월","N",NA,"fall"
"792",792,201710,31,53427.84,3310.08,3385018,276,3919.68,100,"화","N",NA,"fall"
"793",793,201711,1,52292.64,3423.36,4710945,732,3849.12,99.98,"수","N",NA,"fall"
"794",794,201711,2,49881.12,3054.72,4476628,67.2,4226.4,100,"목","N",NA,"fall"
"795",795,201711,3,48396.48,2956.8,4322567,82.56,4010.88,100,"금","N",NA,"fall"
"796",796,201711,4,38774.88,2296.32,2977152,0,5108.16,100,"토","N",NA,"fall"
"797",797,201711,5,33380.64,1787.52,1645666,0.48,5246.88,100,"일","N",NA,"fall"
"798",798,201711,6,53835.36,3492.48,4862494,900,3924.48,99.98,"월","N",NA,"fall"
"799",799,201711,7,52082.88,3312,4688277,247.2,4306.56,100,"화","N",NA,"fall"
"800",800,201711,8,52107.84,3287.04,4703233,666.72,4049.28,99.99,"수","N",NA,"fall"
"801",801,201711,9,51921.12,3229.44,4665790,132,4399.68,100,"목","N",NA,"fall"
"802",802,201711,10,53046.72,3425.28,4735243,1032.48,3746.4,99.99,"금","N",NA,"fall"
"803",803,201711,11,43058.4,3139.2,3312665,838.56,4912.8,99.99,"토","N",NA,"fall"
"804",804,201711,12,34052.64,1772.16,1678795,0,5540.64,100,"일","N",NA,"fall"
"805",805,201711,13,63933.6,4439.04,5792944,3376.8,3716.16,99.85,"월","N",NA,"fall"
"806",806,201711,14,64695.84,4385.28,5883548,3440.64,3552,99.84,"화","N",NA,"fall"
"807",807,201711,15,70596.48,4696.32,6469962,6381.12,3516.96,99.5,"수","N",NA,"fall"
"808",808,201711,16,75576.48,5145.6,6890389,7489.92,3278.4,99.41,"목","N",NA,"fall"
"809",809,201711,17,72037.92,4874.88,6554453,7126.08,3484.8,99.38,"금","N",NA,"fall"
"810",810,201711,18,57755.52,3776.64,4488968,4910.88,3069.6,99.54,"토","N",NA,"fall"
"811",811,201711,19,42931.68,2171.52,2116532,19.2,4493.76,100,"일","N",NA,"fall"
"812",812,201711,20,81817.92,5443.2,7476411,8864.16,3167.04,99.28,"월","N",NA,"fall"
"813",813,201711,21,80318.88,5456.64,7339558,8409.12,3363.36,99.3,"화","N",NA,"fall"
"814",814,201711,22,75393.6,4970.88,6859737,7363.2,3466.08,99.4,"수","N",NA,"fall"
"815",815,201711,23,75494.88,5070.72,6901793,7395.36,3514.08,99.39,"목","N",NA,"fall"
"816",816,201711,24,79817.28,5147.52,7253256,8175.84,3290.4,99.32,"금","N",NA,"fall"
"817",817,201711,25,64967.52,4364.16,5026395,5502.24,3490.08,99.54,"토","N",NA,"fall"
"818",818,201711,26,41762.4,2133.12,2058886,0.48,5867.52,100,"일","N",NA,"fall"
"819",819,201711,27,80527.68,5312.64,7278862,8269.44,3335.04,99.32,"월","N",NA,"fall"
"820",820,201711,28,76565.28,5216.64,6943735,7329.12,3326.88,99.42,"화","N",NA,"fall"
"821",821,201711,29,44249.76,4988.16,3636803,4671.36,2386.56,99.11,"수","N",NA,"fall"
"822",822,201711,30,78911.52,5366.4,7348415,9018.72,1698.24,99.23,"목","N",NA,"fall"
"823",823,201712,1,81276.48,5187.84,7307569,8855.04,2364.96,99.22,"금","N",NA,"winter"
"824",824,201712,2,65980.32,4337.28,5076721,5704.8,3093.12,99.53,"토","N",NA,"winter"
"825",825,201712,3,49247.52,3158.4,2427903,372.96,4402.08,100,"일","N",NA,"winter"
"826",826,201712,4,85119.84,5402.88,7799278,9170.4,2670.72,99.26,"월","N",NA,"winter"
