"","No.","일자","시","사용량..kWh.","최대수요..kW.","무효전력..kVarh....지상","무효전력..kVarh....진상","역률......지상","dayOfTheWeek","isHoliday","dateName","season"
"3931",3931,20160211,19,1275.84,1343.52,210.24,0,98.67,"목",1,NA,"winter"
"3932",3932,20160211,20,1209.6,1275.84,190.8,0,98.78,"목",1,NA,"winter"
"3933",3933,20160211,21,1160.64,1203.84,167.76,0,98.97,"목",1,NA,"winter"
"3934",3934,20160211,22,1154.52,1249.92,199.44,0,98.54,"목",1,NA,"winter"
"3935",3935,20160211,23,1002.96,1189.44,169.92,0,98.6,"목",1,NA,"winter"
"3936",3936,20160211,24,972.72,1056.96,169.2,0,0,"목",1,NA,"winter"
"3937",3937,20160212,1,942.84,1094.4,159.12,0,0,"금",1,NA,"winter"
"3938",3938,20160212,2,895.68,1012.32,157.68,0,0,"금",1,NA,"winter"
"3939",3939,20160212,3,830.52,872.64,109.8,0,0,"금",1,NA,"winter"
"3940",3940,20160212,4,865.08,1023.84,154.44,0,0,"금",1,NA,"winter"
"3941",3941,20160212,5,882,1005.12,165.24,0,0,"금",1,NA,"winter"
"3942",3942,20160212,6,866.88,959.04,144.36,0,0,"금",1,NA,"winter"
"3943",3943,20160212,7,1017.36,1176.48,203.04,0,0,"금",1,NA,"winter"
"3944",3944,20160212,8,1094.76,1120.32,193.32,0,0,"금",1,NA,"winter"
"3945",3945,20160212,9,1211.76,1239.84,246.96,0,0,"금",1,NA,"winter"
"3946",3946,20160212,10,1414.44,1474.56,321.84,0,97.51,"금",1,NA,"winter"
"3947",3947,20160212,11,1460.52,1569.6,289.8,0,98.09,"금",1,NA,"winter"
"3948",3948,20160212,12,1386,1559.52,266.04,0,98.21,"금",1,NA,"winter"
"3949",3949,20160212,13,1376.28,1404,260.28,0,98.26,"금",1,NA,"winter"
"3950",3950,20160212,14,1403.64,1533.6,235.44,0,98.62,"금",1,NA,"winter"
"3951",3951,20160212,15,1438.92,1483.2,268.56,0,98.3,"금",1,NA,"winter"
"3952",3952,20160212,16,1384.92,1401.12,202.32,0,98.95,"금",1,NA,"winter"
"3953",3953,20160212,17,1350,1393.92,247.68,0,98.36,"금",1,NA,"winter"
"3954",3954,20160212,18,1304.64,1339.2,229.68,0,98.49,"금",1,NA,"winter"
"3955",3955,20160212,19,1160.64,1179.36,153.72,0,99.13,"금",1,NA,"winter"
"3956",3956,20160212,20,1119.96,1186.56,183.24,0,98.69,"금",1,NA,"winter"
"3957",3957,20160212,21,1090.08,1157.76,171.72,0,98.78,"금",1,NA,"winter"
"3958",3958,20160212,22,1033.92,1045.44,149.04,0,98.98,"금",1,NA,"winter"
"3959",3959,20160212,23,936.36,1131.84,132.12,0,99.02,"금",1,NA,"winter"
"3960",3960,20160212,24,884.52,1028.16,110.52,0,0,"금",1,NA,"winter"
"3961",3961,20160213,1,933.48,1042.56,165.6,0,0,"토",1,NA,"winter"
"3962",3962,20160213,2,869.4,990.72,149.04,0,0,"토",1,NA,"winter"
"3963",3963,20160213,3,774.36,815.04,92.52,0,0,"토",1,NA,"winter"
"3964",3964,20160213,4,825.84,1015.2,142.2,0,0,"토",1,NA,"winter"
"3965",3965,20160213,5,781.92,875.52,112.32,0,0,"토",1,NA,"winter"
"3966",3966,20160213,6,858.6,973.44,147.96,0,0,"토",1,NA,"winter"
"3967",3967,20160213,7,920.52,948.96,149.04,0,0,"토",1,NA,"winter"
"3968",3968,20160213,8,1004.04,1020.96,172.08,0,0,"토",1,NA,"winter"
"3969",3969,20160213,9,1150.2,1268.64,253.44,0,0,"토",1,NA,"winter"
"3970",3970,20160213,10,1140.48,1180.8,217.44,0,98.23,"토",1,NA,"winter"
"3971",3971,20160213,11,1153.08,1236.96,229.32,0,98.08,"토",1,NA,"winter"
"3972",3972,20160213,12,1098,1216.8,200.52,0,98.37,"토",1,NA,"winter"
"3973",3973,20160213,13,1065.96,1127.52,177.48,0,98.64,"토",1,NA,"winter"
"3974",3974,20160213,14,959.04,1035.36,136.8,0,99,"토",1,NA,"winter"
"3975",3975,20160213,15,887.76,940.32,104.76,0,99.31,"토",1,NA,"winter"
"3976",3976,20160213,16,952.92,992.16,118.8,0,99.23,"토",1,NA,"winter"
"3977",3977,20160213,17,1002.6,1058.4,173.52,0,98.54,"토",1,NA,"winter"
"3978",3978,20160213,18,996.48,1081.44,146.52,0,98.94,"토",1,NA,"winter"
"3979",3979,20160213,19,1046.88,1055.52,148.68,0,99.01,"토",1,NA,"winter"
"3980",3980,20160213,20,993.96,1176.48,158.76,0,98.75,"토",1,NA,"winter"
"3981",3981,20160213,21,1017,1067.04,153.72,0,98.88,"토",1,NA,"winter"
"3982",3982,20160213,22,984.6,1022.4,139.68,0,99.01,"토",1,NA,"winter"
"3983",3983,20160213,23,910.08,1005.12,120.96,0,99.13,"토",1,NA,"winter"
"3984",3984,20160213,24,922.68,993.6,139.68,0,0,"토",1,NA,"winter"
"3985",3985,20160214,1,887.4,904.32,116.64,0,0,"일",1,NA,"winter"
"3986",3986,20160214,2,877.32,972,147.24,0,0,"일",1,NA,"winter"
"3987",3987,20160214,3,837,963.36,120.6,0,0,"일",1,NA,"winter"
"3988",3988,20160214,4,865.08,950.4,144.36,0,0,"일",1,NA,"winter"
"3989",3989,20160214,5,846,904.32,124.92,0,0,"일",1,NA,"winter"
"3990",3990,20160214,6,821.52,882.72,99.72,0,0,"일",1,NA,"winter"
"3991",3991,20160214,7,921.96,957.6,163.08,0,0,"일",1,NA,"winter"
"3992",3992,20160214,8,943.56,1019.52,150.12,0,0,"일",1,NA,"winter"
"3993",3993,20160214,9,973.08,1084.32,166.32,0,0,"일",1,NA,"winter"
"3994",3994,20160214,10,989.28,1052.64,175.68,0,98.46,"일",1,NA,"winter"
"3995",3995,20160214,11,1009.8,1088.64,156.6,0,98.82,"일",1,NA,"winter"
"3996",3996,20160214,12,987.48,1033.92,151.92,0,98.84,"일",1,NA,"winter"
"3997",3997,20160214,13,992.52,1128.96,172.44,0,98.52,"일",1,NA,"winter"
"3998",3998,20160214,14,1005.48,1052.64,179.64,0,98.44,"일",1,NA,"winter"
"3999",3999,20160214,15,929.52,957.6,123.48,0,99.13,"일",1,NA,"winter"
"4000",4000,20160214,16,989.64,1087.2,180,0,98.39,"일",1,NA,"winter"
"4001",4001,20160214,17,931.68,1020.96,129.96,0,99.04,"일",1,NA,"winter"
"4002",4002,20160214,18,977.04,1035.36,150.84,0,98.83,"일",1,NA,"winter"
"4003",4003,20160214,19,1114.56,1170.72,170.64,0,98.85,"일",1,NA,"winter"
"4004",4004,20160214,20,1128.24,1186.56,174.96,0,98.82,"일",1,NA,"winter"
"4005",4005,20160214,21,1061.64,1087.2,143.28,0,99.1,"일",1,NA,"winter"
"4006",4006,20160214,22,1180.08,1261.44,209.16,0,98.47,"일",1,NA,"winter"
"4007",4007,20160214,23,1155.24,1234.08,226.44,0,98.13,"일",1,NA,"winter"
"4008",4008,20160214,24,1050.48,1087.2,213.84,0,0,"일",1,NA,"winter"
"4009",4009,20160215,1,949.68,1146.24,181.44,0,0,"월",1,NA,"winter"
"4010",4010,20160215,2,949.32,1049.76,208.8,0,0,"월",1,NA,"winter"
"4011",4011,20160215,3,907.92,1039.68,178.56,0,0,"월",1,NA,"winter"
"4012",4012,20160215,4,896.04,989.28,190.08,0,0,"월",1,NA,"winter"
"4013",4013,20160215,5,869.76,963.36,168.84,0,0,"월",1,NA,"winter"
"4014",4014,20160215,6,945.72,1031.04,181.8,0,0,"월",1,NA,"winter"
"4015",4015,20160215,7,1168.2,1270.08,277.92,0,0,"월",1,NA,"winter"
"4016",4016,20160215,8,1314.72,1389.6,323.28,0,0,"월",1,NA,"winter"
"4017",4017,20160215,9,1455.12,1604.16,321.48,0,0,"월",1,NA,"winter"
"4018",4018,20160215,10,1541.16,1632.96,294.84,0,98.22,"월",1,NA,"winter"
"4019",4019,20160215,11,1541.88,1596.96,269.64,0,98.51,"월",1,NA,"winter"
"4020",4020,20160215,12,1604.88,1683.36,293.4,0,98.37,"월",1,NA,"winter"
"4021",4021,20160215,13,1420.92,1450.08,207.72,0,98.95,"월",1,NA,"winter"
"4022",4022,20160215,14,1431,1549.44,257.4,0,98.42,"월",1,NA,"winter"
"4023",4023,20160215,15,1415.52,1491.84,255.96,0,98.4,"월",1,NA,"winter"
"4024",4024,20160215,16,1411.56,1523.52,235.44,0,98.64,"월",1,NA,"winter"
"4025",4025,20160215,17,1373.4,1399.68,215.28,0,98.79,"월",1,NA,"winter"
"4026",4026,20160215,18,1367.28,1477.44,232.56,0,98.58,"월",1,NA,"winter"
"4027",4027,20160215,19,1398.6,1448.64,226.08,0,98.72,"월",1,NA,"winter"
"4028",4028,20160215,20,1366.56,1463.04,213.12,0,98.81,"월",1,NA,"winter"
"4029",4029,20160215,21,1347.84,1507.68,243.36,0,98.41,"월",1,NA,"winter"
"4030",4030,20160215,22,1238.76,1296,222.48,0,98.43,"월",1,NA,"winter"
"4031",4031,20160215,23,1082.16,1189.44,177.12,0,98.69,"월",1,NA,"winter"
"4032",4032,20160215,24,1098.36,1222.56,214.56,0,0,"월",1,NA,"winter"
"4033",4033,20160216,1,1062.72,1176.48,211.68,0,0,"화",1,NA,"winter"
"4034",4034,20160216,2,990,1087.2,201.24,0,0,"화",1,NA,"winter"
"4035",4035,20160216,3,960.48,1006.56,190.08,0,0,"화",1,NA,"winter"
"4036",4036,20160216,4,884.16,928.8,146.88,0,0,"화",1,NA,"winter"
"4037",4037,20160216,5,920.52,963.36,183.6,0,0,"화",1,NA,"winter"
"4038",4038,20160216,6,900.36,951.84,147.6,0,0,"화",1,NA,"winter"
"4039",4039,20160216,7,1112.04,1212.48,259.2,0,0,"화",1,NA,"winter"
"4040",4040,20160216,8,1162.08,1228.32,222.48,0,0,"화",1,NA,"winter"
"4041",4041,20160216,9,1311.84,1395.36,277.56,0,0,"화",1,NA,"winter"
"4042",4042,20160216,10,1349.28,1408.32,284.76,0,97.84,"화",1,NA,"winter"
"4043",4043,20160216,11,1351.44,1465.92,227.52,0,98.61,"화",1,NA,"winter"
"4044",4044,20160216,12,1436.4,1509.12,264.24,0,98.35,"화",1,NA,"winter"
"4045",4045,20160216,13,1372.68,1401.12,215.64,0,98.79,"화",1,NA,"winter"
"4046",4046,20160216,14,1400.76,1488.96,254.16,0,98.39,"화",1,NA,"winter"
"4047",4047,20160216,15,1389.24,1477.44,248.4,0,98.44,"화",1,NA,"winter"
"4048",4048,20160216,16,1380.24,1416.96,217.08,0,98.79,"화",1,NA,"winter"
"4049",4049,20160216,17,1390.32,1483.2,247.68,0,98.45,"화",1,NA,"winter"
"4050",4050,20160216,18,1303.56,1378.08,206.64,0,98.77,"화",1,NA,"winter"
"4051",4051,20160216,19,1354.68,1483.2,225.72,0,98.64,"화",1,NA,"winter"
"4052",4052,20160216,20,1280.16,1382.4,201.24,0,98.79,"화",1,NA,"winter"
"4053",4053,20160216,21,1194.48,1234.08,181.8,0,98.86,"화",1,NA,"winter"
"4054",4054,20160216,22,1214.64,1283.04,213.84,0,98.49,"화",1,NA,"winter"
"4055",4055,20160216,23,1104.48,1195.2,212.04,0,98.21,"화",1,NA,"winter"
"4056",4056,20160216,24,1082.16,1118.88,215.28,0,0,"화",1,NA,"winter"
"4057",4057,20160217,1,1076.4,1140.48,240.12,0,0,"수",1,NA,"winter"
"4058",4058,20160217,2,948.6,1088.64,174.6,0,0,"수",1,NA,"winter"
"4059",4059,20160217,3,972.36,1127.52,211.32,0,0,"수",1,NA,"winter"
"4060",4060,20160217,4,888.12,946.08,154.44,0,0,"수",1,NA,"winter"
"4061",4061,20160217,5,881.64,1068.48,167.76,0,0,"수",1,NA,"winter"
"4062",4062,20160217,6,931.32,1000.8,169.2,0,0,"수",1,NA,"winter"
"4063",4063,20160217,7,1089,1218.24,224.64,0,0,"수",1,NA,"winter"
"4064",4064,20160217,8,1168.2,1236.96,222.84,0,0,"수",1,NA,"winter"
"4065",4065,20160217,9,1264.32,1311.84,244.44,0,0,"수",1,NA,"winter"
"4066",4066,20160217,10,1312.92,1326.24,259.92,0,98.1,"수",1,NA,"winter"
"4067",4067,20160217,11,1332,1465.92,230.04,0,98.54,"수",1,NA,"winter"
"4068",4068,20160217,12,1305.72,1380.96,206.64,0,98.77,"수",1,NA,"winter"
"4069",4069,20160217,13,1319.4,1388.16,248.4,0,98.27,"수",1,NA,"winter"
"4070",4070,20160217,14,1261.08,1293.12,198,0,98.79,"수",1,NA,"winter"
"4071",4071,20160217,15,1294.2,1327.68,232.92,0,98.42,"수",1,NA,"winter"
"4072",4072,20160217,16,1297.8,1399.68,220.32,0,98.59,"수",1,NA,"winter"
"4073",4073,20160217,17,1261.08,1329.12,194.76,0,98.83,"수",1,NA,"winter"
"4074",4074,20160217,18,1141.56,1205.28,154.08,0,99.1,"수",1,NA,"winter"
"4075",4075,20160217,19,1225.8,1290.24,197.28,0,98.73,"수",1,NA,"winter"
"4076",4076,20160217,20,1199.52,1258.56,177.84,0,98.92,"수",1,NA,"winter"
"4077",4077,20160217,21,1156.68,1337.76,162,0,99.03,"수",1,NA,"winter"
"4078",4078,20160217,22,1025.28,1078.56,122.4,0,99.29,"수",1,NA,"winter"
"4079",4079,20160217,23,989.64,1097.28,147.6,0,98.91,"수",1,NA,"winter"
"4080",4080,20160217,24,957.96,1025.28,153,0,0,"수",1,NA,"winter"
"4081",4081,20160218,1,907.56,959.04,145.08,0,0,"목",1,NA,"winter"
"4082",4082,20160218,2,863.28,964.8,143.64,0,0,"목",1,NA,"winter"
"4083",4083,20160218,3,812.16,887.04,120.6,0,0,"목",1,NA,"winter"
"4084",4084,20160218,4,801,829.44,124.56,0,0,"목",1,NA,"winter"
"4085",4085,20160218,5,761.04,878.4,102.6,0,0,"목",1,NA,"winter"
"4086",4086,20160218,6,773.28,829.44,92.16,0,0,"목",1,NA,"winter"
"4087",4087,20160218,7,1059.84,1118.88,218.16,0,0,"목",1,NA,"winter"
"4088",4088,20160218,8,1105.92,1130.4,212.4,0,0,"목",1,NA,"winter"
"4089",4089,20160218,9,1244.16,1369.44,261.72,0,0,"목",1,NA,"winter"
"4090",4090,20160218,10,1242.72,1344.96,246.6,0,98.09,"목",1,NA,"winter"
"4091",4091,20160218,11,1238.04,1304.64,223.92,0,98.4,"목",1,NA,"winter"
"4092",4092,20160218,12,1289.52,1391.04,249.48,0,98.18,"목",1,NA,"winter"
"4093",4093,20160218,13,1250.28,1262.88,217.8,0,98.52,"목",1,NA,"winter"
"4094",4094,20160218,14,1267.92,1301.76,234,0,98.34,"목",1,NA,"winter"
"4095",4095,20160218,15,1264.32,1310.4,234,0,98.33,"목",1,NA,"winter"
"4096",4096,20160218,16,1296.72,1356.48,230.04,0,98.46,"목",1,NA,"winter"
"4097",4097,20160218,17,1263.96,1304.64,226.08,0,98.44,"목",1,NA,"winter"
"4098",4098,20160218,18,1210.68,1271.52,200.52,0,98.66,"목",1,NA,"winter"
"4099",4099,20160218,19,1258.92,1313.28,244.8,0,98.16,"목",1,NA,"winter"
"4100",4100,20160218,20,1181.16,1221.12,187.2,0,98.77,"목",1,NA,"winter"
"4101",4101,20160218,21,1156.68,1182.24,183.24,0,98.77,"목",1,NA,"winter"
"4102",4102,20160218,22,1146.6,1261.44,197.28,0,98.55,"목",1,NA,"winter"
"4103",4103,20160218,23,946.44,1013.76,136.08,0,98.98,"목",1,NA,"winter"
"4104",4104,20160218,24,907.56,984.96,137.88,0,0,"목",1,NA,"winter"
"4105",4105,20160219,1,864,912.96,129.6,0,0,"금",1,NA,"winter"
"4106",4106,20160219,2,853.2,1025.28,145.8,0,0,"금",1,NA,"winter"
"4107",4107,20160219,3,799.2,884.16,126,0,0,"금",1,NA,"winter"
"4108",4108,20160219,4,775.8,859.68,123.48,0,0,"금",1,NA,"winter"
"4109",4109,20160219,5,782.64,892.8,121.32,0,0,"금",1,NA,"winter"
"4110",4110,20160219,6,841.32,891.36,143.28,0,0,"금",1,NA,"winter"
"4111",4111,20160219,7,911.88,1002.24,151.56,0,0,"금",1,NA,"winter"
"4112",4112,20160219,8,1016.64,1064.16,180,0,0,"금",1,NA,"winter"
"4113",4113,20160219,9,1236.96,1376.64,290.16,0,0,"금",1,NA,"winter"
"4114",4114,20160219,10,1203.84,1249.92,201.96,0,98.62,"금",1,NA,"winter"
"4115",4115,20160219,11,1306.08,1452.96,244.44,0,98.29,"금",1,NA,"winter"
"4116",4116,20160219,12,1308.96,1398.24,226.44,0,98.54,"금",1,NA,"winter"
"4117",4117,20160219,13,1267.92,1352.16,203.04,0,98.74,"금",1,NA,"winter"
"4118",4118,20160219,14,1263.24,1343.52,199.08,0,98.78,"금",1,NA,"winter"
"4119",4119,20160219,15,1233.72,1271.52,183.96,0,98.91,"금",1,NA,"winter"
"4120",4120,20160219,16,1268.64,1389.6,207.72,0,98.69,"금",1,NA,"winter"
"4121",4121,20160219,17,1243.08,1323.36,199.8,0,98.73,"금",1,NA,"winter"
"4122",4122,20160219,18,1176.48,1232.64,165.24,0,99.03,"금",1,NA,"winter"
"4123",4123,20160219,19,1118.52,1167.84,169.2,0,98.88,"금",1,NA,"winter"
"4124",4124,20160219,20,1136.52,1159.2,153,0,99.11,"금",1,NA,"winter"
"4125",4125,20160219,21,1126.44,1254.24,163.08,0,98.97,"금",1,NA,"winter"
"4126",4126,20160219,22,1105.56,1140.48,168.12,0,98.86,"금",1,NA,"winter"
"4127",4127,20160219,23,934.56,1085.76,122.04,0,99.16,"금",1,NA,"winter"
"4128",4128,20160219,24,866.88,966.24,108.36,0,0,"금",1,NA,"winter"
"4129",4129,20160220,1,851.76,954.72,124.56,0,0,"토",1,NA,"winter"
"4130",4130,20160220,2,835.92,917.28,146.16,0,0,"토",1,NA,"winter"
"4131",4131,20160220,3,756,777.6,89.64,0,0,"토",1,NA,"winter"
"4132",4132,20160220,4,765.72,799.2,103.68,0,0,"토",1,NA,"winter"
"4133",4133,20160220,5,746.64,784.8,92.16,0,0,"토",1,NA,"winter"
"4134",4134,20160220,6,824.76,1039.68,141.12,0,0,"토",1,NA,"winter"
"4135",4135,20160220,7,677.52,917.28,106.56,0,0,"토",1,NA,"winter"
"4136",4136,20160220,8,963.72,1012.32,171,0,0,"토",1,NA,"winter"
"4137",4137,20160220,9,1081.08,1123.2,235.44,0,0,"토",1,NA,"winter"
"4138",4138,20160220,10,1048.32,1090.08,215.28,0,97.96,"토",1,NA,"winter"
"4139",4139,20160220,11,999.72,1013.76,158.76,0,98.76,"토",1,NA,"winter"
"4140",4140,20160220,12,1095.12,1264.32,214.2,0,98.14,"토",1,NA,"winter"
"4141",4141,20160220,13,1022.4,1075.68,203.04,0,98.08,"토",1,NA,"winter"
"4142",4142,20160220,14,870.12,887.04,106.92,0,99.25,"토",1,NA,"winter"
"4143",4143,20160220,15,884.88,977.76,140.04,0,98.77,"토",1,NA,"winter"
"4144",4144,20160220,16,879.12,934.56,118.44,0,99.1,"토",1,NA,"winter"
"4145",4145,20160220,17,940.32,1008,138.6,0,98.93,"토",1,NA,"winter"
"4146",4146,20160220,18,950.76,1039.68,128.88,0,99.09,"토",1,NA,"winter"
"4147",4147,20160220,19,1087.92,1235.52,187.56,0,98.55,"토",1,NA,"winter"
"4148",4148,20160220,20,1059.84,1107.36,171.36,0,98.72,"토",1,NA,"winter"
"4149",4149,20160220,21,977.76,1006.56,115.2,0,99.31,"토",1,NA,"winter"
"4150",4150,20160220,22,1041.48,1173.6,183.96,0,98.48,"토",1,NA,"winter"
"4151",4151,20160220,23,1021.68,1088.64,189.72,0,98.32,"토",1,NA,"winter"
"4152",4152,20160220,24,986.04,1012.32,181.44,0,0,"토",1,NA,"winter"
"4153",4153,20160221,1,954.72,1023.84,187.2,0,0,"일",1,NA,"winter"
"4154",4154,20160221,2,918.36,974.88,192.6,0,0,"일",1,NA,"winter"
"4155",4155,20160221,3,875.16,915.84,173.88,0,0,"일",1,NA,"winter"
"4156",4156,20160221,4,849.24,911.52,164.88,0,0,"일",1,NA,"winter"
"4157",4157,20160221,5,852.48,868.32,163.8,0,0,"일",1,NA,"winter"
"4158",4158,20160221,6,837,864,151.56,0,0,"일",1,NA,"winter"
"4159",4159,20160221,7,893.52,937.44,174.96,0,0,"일",1,NA,"winter"
"4160",4160,20160221,8,897.48,908.64,171,0,0,"일",1,NA,"winter"
"4161",4161,20160221,9,873,910.08,134.28,0,0,"일",1,NA,"winter"
"4162",4162,20160221,10,890.64,911.52,145.44,0,98.69,"일",1,NA,"winter"
"4163",4163,20160221,11,880.92,898.56,119.16,0,99.1,"일",1,NA,"winter"
"4164",4164,20160221,12,915.84,970.56,149.04,0,98.7,"일",1,NA,"winter"
"4165",4165,20160221,13,860.76,871.2,122.76,0,99,"일",1,NA,"winter"
"4166",4166,20160221,14,875.52,967.68,124.56,0,99,"일",1,NA,"winter"
"4167",4167,20160221,15,906.12,989.28,136.8,0,98.88,"일",1,NA,"winter"
"4168",4168,20160221,16,883.8,897.12,95.4,0,99.42,"일",1,NA,"winter"
"4169",4169,20160221,17,941.4,1039.68,135.72,0,98.98,"일",1,NA,"winter"
"4170",4170,20160221,18,957.96,1054.08,134.64,0,99.03,"일",1,NA,"winter"
"4171",4171,20160221,19,1021.32,1080,116.28,0,99.36,"일",1,NA,"winter"
"4172",4172,20160221,20,1122.48,1206.72,162.72,0,98.97,"일",1,NA,"winter"
"4173",4173,20160221,21,1081.44,1108.8,152.64,0,99.02,"일",1,NA,"winter"
"4174",4174,20160221,22,1080,1130.4,160.2,0,98.92,"일",1,NA,"winter"
"4175",4175,20160221,23,993.6,1067.04,153,0,98.84,"일",1,NA,"winter"
"4176",4176,20160221,24,991.08,1023.84,177.84,0,0,"일",1,NA,"winter"
"4177",4177,20160222,1,930.96,1013.76,169.2,0,0,"월",1,NA,"winter"
"4178",4178,20160222,2,861.12,957.6,147.24,0,0,"월",1,NA,"winter"
"4179",4179,20160222,3,854.64,950.4,148.32,0,0,"월",1,NA,"winter"
"4180",4180,20160222,4,794.52,853.92,111.6,0,0,"월",1,NA,"winter"
"4181",4181,20160222,5,820.08,900,133.56,0,0,"월",1,NA,"winter"
"4182",4182,20160222,6,874.44,914.4,144.36,0,0,"월",1,NA,"winter"
"4183",4183,20160222,7,1008.72,1075.68,195.84,0,0,"월",1,NA,"winter"
"4184",4184,20160222,8,1121.76,1218.24,232.2,0,0,"월",1,NA,"winter"
"4185",4185,20160222,9,1225.8,1293.12,219.24,0,0,"월",1,NA,"winter"
"4186",4186,20160222,10,1276.2,1353.6,223.92,0,98.5,"월",1,NA,"winter"
"4187",4187,20160222,11,1300.68,1399.68,207.36,0,98.75,"월",1,NA,"winter"
"4188",4188,20160222,12,1433.52,1484.64,221.76,0,98.82,"월",1,NA,"winter"
"4189",4189,20160222,13,1271.52,1293.12,197.64,0,98.81,"월",1,NA,"winter"
"4190",4190,20160222,14,1370.16,1465.92,234.72,0,98.56,"월",1,NA,"winter"
"4191",4191,20160222,15,1341.72,1424.16,221.4,0,98.67,"월",1,NA,"winter"
"4192",4192,20160222,16,1348.92,1484.64,225.36,0,98.63,"월",1,NA,"winter"
"4193",4193,20160222,17,1340.28,1393.92,234.36,0,98.51,"월",1,NA,"winter"
"4194",4194,20160222,18,1316.88,1438.56,231.12,0,98.49,"월",1,NA,"winter"
"4195",4195,20160222,19,1282.32,1349.28,194.4,0,98.87,"월",1,NA,"winter"
"4196",4196,20160222,20,1199.16,1222.56,159.84,0,99.12,"월",1,NA,"winter"
"4197",4197,20160222,21,1254.24,1330.56,222.48,0,98.46,"월",1,NA,"winter"
"4198",4198,20160222,22,1126.08,1228.32,200.52,0,98.45,"월",1,NA,"winter"
"4199",4199,20160222,23,999,1056.96,171.72,0,98.55,"월",1,NA,"winter"
"4200",4200,20160222,24,919.8,972,126.36,0,0,"월",1,NA,"winter"
"4201",4201,20160223,1,946.44,1133.28,185.04,0,0,"화",1,NA,"winter"
"4202",4202,20160223,2,785.16,823.68,86.4,0,0,"화",1,NA,"winter"
"4203",4203,20160223,3,847.44,917.28,149.04,0,0,"화",1,NA,"winter"
"4204",4204,20160223,4,820.08,879.84,141.84,0,0,"화",1,NA,"winter"
"4205",4205,20160223,5,772.56,807.84,102.6,0,0,"화",1,NA,"winter"
"4206",4206,20160223,6,826.92,874.08,111.96,0,0,"화",1,NA,"winter"
"4207",4207,20160223,7,982.44,1090.08,193.68,0,0,"화",1,NA,"winter"
"4208",4208,20160223,8,1100.88,1196.64,223.56,0,0,"화",1,NA,"winter"
"4209",4209,20160223,9,1158.12,1185.12,207.36,0,0,"화",1,NA,"winter"
"4210",4210,20160223,10,1311.84,1378.08,277.92,0,97.83,"화",1,NA,"winter"
"4211",4211,20160223,11,1325.16,1427.04,263.88,0,98.07,"화",1,NA,"winter"
"4212",4212,20160223,12,1303.92,1368,231.84,0,98.46,"화",1,NA,"winter"
"4213",4213,20160223,13,1278,1382.4,238.68,0,98.3,"화",1,NA,"winter"
"4214",4214,20160223,14,1291.68,1376.64,247.68,0,98.21,"화",1,NA,"winter"
"4215",4215,20160223,15,1284.12,1405.44,233.28,0,98.39,"화",1,NA,"winter"
"4216",4216,20160223,16,1297.8,1376.64,240.84,0,98.32,"화",1,NA,"winter"
"4217",4217,20160223,17,1292.4,1386.72,241.92,0,98.29,"화",1,NA,"winter"
"4218",4218,20160223,18,1268.28,1294.56,212.4,0,98.63,"화",1,NA,"winter"
"4219",4219,20160223,19,1231.92,1258.56,191.88,0,98.81,"화",1,NA,"winter"
"4220",4220,20160223,20,1280.88,1460.16,218.16,0,98.58,"화",1,NA,"winter"
"4221",4221,20160223,21,1222.56,1306.08,178.2,0,98.95,"화",1,NA,"winter"
"4222",4222,20160223,22,1223.64,1330.56,205.56,0,98.62,"화",1,NA,"winter"
"4223",4223,20160223,23,1128.24,1216.8,180.36,0,98.75,"화",1,NA,"winter"
"4224",4224,20160223,24,1086.84,1239.84,210.96,0,0,"화",1,NA,"winter"
"4225",4225,20160224,1,1037.88,1105.92,183.6,0,0,"수",1,NA,"winter"
"4226",4226,20160224,2,971.64,1032.48,184.32,0,0,"수",1,NA,"winter"
"4227",4227,20160224,3,929.88,1084.32,173.52,0,0,"수",1,NA,"winter"
"4228",4228,20160224,4,870.48,934.56,142.92,0,0,"수",1,NA,"winter"
"4229",4229,20160224,5,911.88,1012.32,168.12,0,0,"수",1,NA,"winter"
"4230",4230,20160224,6,884.16,931.68,129.96,0,0,"수",1,NA,"winter"
"4231",4231,20160224,7,1126.8,1173.6,237.96,0,0,"수",1,NA,"winter"
"4232",4232,20160224,8,1184.4,1283.04,259.2,0,0,"수",1,NA,"winter"
"4233",4233,20160224,9,1287.72,1366.56,285.84,0,0,"수",1,NA,"winter"
"4234",4234,20160224,10,1280.52,1357.92,224.64,0,98.5,"수",1,NA,"winter"
"4235",4235,20160224,11,1378.44,1524.96,261.36,0,98.25,"수",1,NA,"winter"
"4236",4236,20160224,12,1339.56,1388.16,237.96,0,98.46,"수",1,NA,"winter"
"4237",4237,20160224,13,1245.24,1468.8,227.52,0,98.37,"수",1,NA,"winter"
"4238",4238,20160224,14,1283.04,1422.72,244.44,0,98.23,"수",1,NA,"winter"
"4239",4239,20160224,15,1225.44,1242.72,193.32,0,98.78,"수",1,NA,"winter"
"4240",4240,20160224,16,1254.96,1264.32,207.72,0,98.66,"수",1,NA,"winter"
"4241",4241,20160224,17,1238.04,1360.8,222.48,0,98.42,"수",1,NA,"winter"
"4242",4242,20160224,18,1230.12,1368,205.2,0,98.64,"수",1,NA,"winter"
"4243",4243,20160224,19,1200.6,1268.64,159.84,0,99.13,"수",1,NA,"winter"
"4244",4244,20160224,20,1247.04,1363.68,179.64,0,98.98,"수",1,NA,"winter"
